ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;financiero;830038885.00;8316802.21;6872072.97;1444729.24;469100.62;865917.45;37209.41;72501.76;48874.30;273505.78;273505.78;0.00;54944.34;97185.38;31762.03;0.00;65423.35;429088.74;0.00
2019.00;financiero;830038885.00;10876.27;0.00;10876.27;43202.14;0.00;25190.25;57516.12;2392.18;18440.29;18440.29;0.00;114405.07;40840.85;1069.88;0.00;39770.98;3274.10;0.00
2018.00;financiero;830038885.00;280380.04;149063.85;131316.19;42160.93;0.00;13459.87;75695.39;14347.27;35786.59;35786.59;0.00;141011.55;195267.62;863.42;0.00;194404.19;1842.49;0.00
2017.00;financiero;830038885.00;92948.76;0.00;92948.76;70907.07;0.00;0.00;22041.70;15479.62;47362.30;0.00;0.00;0.00;9840.99;3569.73;0.00;13410.72;0.00;0.00
2016.00;financiero;830038885.00;83663.80;3109.04;80554.76;69528.85;0.00;0.00;11025.90;24825.40;114107.85;0.00;0.00;0.00;78256.54;3545.77;0.00;81802.31;0.00;0.00
2015.00;financiero;830038885.00;102770.80;96970.14;5800.65;59315.94;0.00;0.00;53515.29;98888.38;30996.82;0.00;0.00;0.00;14376.28;4962.24;0.00;9414.03;0.00;0.00
2014.00;financiero;830038885.00;171214.24;4674.02;166540.22;89136.88;31831.59;0.00;45571.75;43615.97;8698.94;0.00;0.00;0.00;80488.78;1708.04;0.00;78780.74;0.00;0.00
2013.00;financiero;830038885.00;112107.72;13569.58;98538.14;63697.86;14275.53;0.00;20564.76;12267.96;8910.69;0.00;0.00;0.00;23922.04;2487.24;0.00;21434.79;1608.00;6762.39
2012.00;financiero;830038885.00;132458.84;22587.64;109871.20;81260.62;4649.72;0.00;23960.86;3188.17;7083.35;0.00;0.00;0.00;20065.68;369.26;0.00;19696.42;0.00;0.00
2011.00;financiero;830038885.00;98453.05;2206.47;96246.58;49109.32;2.36;0.00;47134.90;4055.26;9960.29;0.00;0.00;0.00;41229.88;438.62;0.00;40791.26;0.00;0.00
2010.00;financiero;830038885.00;60633.32;2516.58;58116.75;36685.60;1.42;0.00;21429.72;58230.94;7507.59;0.00;0.00;0.00;72153.07;463.58;0.00;71689.49;0.00;0.00
2009.00;financiero;830038885.00;70103.41;40358.63;29744.78;59005.38;2283.48;0.00;31544.07;39722.25;4699.98;0.00;0.00;0.00;3478.20;957.45;0.00;2520.75;0.00;0.00
2008.00;financiero;830038885.00;351664.15;5614.09;346050.06;95229.54;7286.03;0.00;243534.50;20717.77;179257.71;0.00;0.00;0.00;84994.55;363.33;0.00;84631.22;0.00;0.00
2007.00;financiero;830038885.00;390178.76;65567.53;324611.22;186168.02;9871.62;0.00;128571.59;27911.49;81485.17;0.00;0.00;0.00;74997.91;212.93;0.00;74784.98;0.00;0.00
2006.00;financiero;830038885.00;88505.16;71173.24;17331.92;47005.03;0.19;0.00;29673.30;5547.35;87133.52;0.00;0.00;31060.35;111259.47;1238.06;0.00;81437.19;0.00;0.00
