ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;financiero;800157723.00;388550.39;284472.19;104078.20;32049.56;29155.32;3759.29;46632.62;13197.42;20083.70;20083.70;0.00;195.22;39941.54;11037.20;0.00;28904.35;12108.04;0.00
2019.00;financiero;800157723.00;304.09;0.00;304.09;256.00;0.00;64.44;112.52;12.53;62.21;62.21;0.00;15787.18;15850.02;68.00;0.00;15782.02;93.00;0.00
2018.00;financiero;800157723.00;1521.58;0.00;1521.58;328.70;0.00;6.15;1199.04;22.98;77.26;77.26;0.00;612.86;1757.61;56.43;0.00;1701.18;118.40;0.00
2017.00;financiero;800157723.00;6044.66;0.00;6044.66;257.54;0.00;1294.77;4492.36;65.83;79.01;79.01;0.00;52.97;4532.15;306.61;0.00;4838.76;125.99;0.00
2016.00;financiero;800157723.00;1320.82;0.00;1320.82;223.88;0.00;856.04;1952.98;0.00;75.67;75.67;0.00;0.00;1877.31;11510.82;0.00;9633.51;124.10;0.00
2015.00;financiero;800157723.00;13322.81;0.00;1260.54;0.00;261.30;0.00;13061.51;12.96;97.50;97.50;0.00;0.00;12976.97;33.86;0.00;12943.12;98.66;0.00
2014.00;financiero;800157723.00;1190.69;0.00;1190.69;174.30;0.00;0.00;1016.39;3831.16;119.03;0.00;0.00;0.00;4728.53;63.54;0.00;4664.99;10.71;0.00
2013.00;financiero;800157723.00;1268.98;0.00;1268.98;122.32;0.00;0.00;1146.66;3231.51;108.48;0.00;0.00;0.00;4269.69;30.72;0.00;4238.97;12.23;0.00
2012.00;financiero;800157723.00;1232.10;0.00;1232.10;182.52;0.00;0.00;1049.58;2839.21;140.25;0.00;0.00;0.00;3748.54;102.41;0.00;3646.13;78.15;0.00
2011.00;financiero;800157723.00;1207.78;0.00;1207.78;147.59;0.00;0.00;1060.18;7516.08;180.44;0.00;0.00;0.00;8395.82;16.02;0.00;8379.80;42.74;0.00
2010.00;financiero;800157723.00;3791.54;0.00;3791.54;146.34;0.00;0.00;3645.20;1587.70;100.92;0.00;0.00;0.00;5131.97;52.44;0.00;5079.54;46.63;0.00
2009.00;financiero;800157723.00;803.63;0.00;803.63;172.80;0.00;0.00;630.83;2332.81;96.76;0.00;0.00;0.00;2866.88;48.99;0.00;2817.89;46.63;0.00
2008.00;financiero;800157723.00;888.18;0.00;888.18;164.34;0.00;0.00;723.84;12560.86;103.35;0.00;0.00;0.00;13181.35;48.44;0.00;13132.91;44.15;0.00
2007.00;financiero;800157723.00;969.39;100.33;869.06;55.71;3.92;0.00;809.43;35.21;104.30;0.00;0.00;0.00;740.35;41.58;0.00;698.77;0.00;0.00
2006.00;financiero;800157723.00;621.93;119.02;502.91;32.82;0.00;0.00;470.09;16.36;102.72;0.00;0.00;26.25;383.72;59.95;0.00;350.03;0.00;0.00
