ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;financiero;811010485.00;227207.00;173457.00;53750.00;0.00;15279.00;2941.00;35530.00;0.00;74.00;74.00;0.00;0.00;35456.00;12421.00;0.00;23035.00;597.00;0.00
2019.00;financiero;811010485.00;233032.76;189233.62;43799.14;11923.34;778.11;3532.64;27565.05;0.00;0.00;0.00;0.00;68.40;27633.45;7994.02;0.00;19639.43;347.00;0.00
2018.00;financiero;811010485.00;179955.73;145189.33;34766.39;10241.84;445.61;1487.88;22591.06;0.00;0.00;0.00;0.00;422.01;23013.07;10978.26;0.00;12034.82;173.00;0.00
2017.00;financiero;811010485.00;123563.03;93342.55;30220.49;8578.45;460.35;559.53;20622.16;0.00;0.00;0.00;0.00;469.21;21091.36;10435.89;0.00;10655.47;172.00;0.00
2016.00;financiero;811010485.00;115552.08;88920.86;26631.22;6871.36;401.91;710.34;18647.61;0.00;307.68;0.00;307.68;615.36;18955.29;7786.99;0.00;11168.30;145.49;0.00
2015.00;financiero;811010485.00;60113.21;39342.63;20770.58;5991.73;363.05;0.00;14415.80;742.97;812.83;0.04;812.79;0.00;14345.94;5359.07;0.00;8986.87;0.00;0.00
2014.00;financiero;811010485.00;38827.88;21547.73;17280.15;5329.01;346.80;0.00;11604.34;522.14;472.16;0.00;0.00;0.00;11654.32;2864.12;0.00;8790.21;248.84;127.00
2013.00;financiero;811010485.00;33053.16;18773.67;14279.49;4609.50;280.54;0.00;9389.45;296.39;432.33;0.00;0.00;0.00;9253.51;3204.17;0.00;6049.33;207.93;110.97
2012.00;financiero;811010485.00;23385.03;11382.83;12002.20;4361.01;257.66;0.00;7383.53;101.94;404.43;0.00;0.00;0.00;7081.05;2503.72;0.00;4577.33;193.93;79.79
2011.00;financiero;811010485.00;16505.39;0.00;16505.39;11497.20;187.48;0.00;4820.70;604.73;350.23;0.00;0.00;0.00;5075.21;1863.40;0.00;3211.81;189.63;9.43
2010.00;financiero;811010485.00;8817.15;0.00;8817.15;5769.27;218.20;0.00;2829.68;976.54;148.42;0.00;0.00;0.00;3657.80;1051.75;0.00;2606.05;66.81;4.05
2009.00;financiero;811010485.00;11638.94;0.00;11638.94;6481.08;264.49;0.00;4893.37;613.26;55.32;0.00;0.00;0.00;5451.31;1908.20;0.00;3543.11;68.25;5.10
2008.00;financiero;811010485.00;7155.52;0.00;7155.52;5460.58;217.50;0.00;1477.45;1030.90;1356.44;0.00;0.00;0.00;1151.90;385.26;0.00;766.64;81.20;4.69
2007.00;financiero;811010485.00;5038.56;0.00;5038.56;3840.02;535.44;0.00;663.11;773.05;167.33;0.00;0.00;0.00;1268.82;573.33;0.00;695.50;0.00;0.00
2006.00;financiero;811010485.00;5877.63;0.00;5877.63;2340.03;348.32;0.00;3189.28;371.90;583.53;0.00;0.00;189.45;2977.64;1135.83;0.00;1652.36;0.00;0.00
