ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;financiero;805025964.00;338904.89;0.00;338904.89;0.00;60416.82;134557.16;143930.91;195557.11;230326.44;230326.44;0.00;101617.98;7543.60;2319.11;0.00;5224.49;42806.48;0.00
2019.00;financiero;805025964.00;292050.17;0.00;292050.17;68069.91;0.00;24935.48;199044.78;49744.52;170710.25;170710.25;0.00;69815.06;8263.99;3212.29;0.00;5051.71;13947.00;0.00
2018.00;financiero;805025964.00;340948.84;0.00;340948.84;17623.36;0.00;71699.93;251625.55;2524.27;189900.61;189900.61;0.00;52317.02;11932.19;4580.98;0.00;7351.21;8736.00;0.00
2017.00;financiero;805025964.00;289864.87;0.00;289864.87;18413.76;0.00;87902.16;183548.95;1472.11;146686.40;146686.40;0.00;35307.10;3027.56;1221.85;0.00;1805.71;4123.00;0.00
2016.00;financiero;805025964.00;269012.30;0.00;269012.30;20005.44;0.00;73311.05;175695.82;13590.06;143152.98;143152.98;0.00;22702.95;23429.96;6230.23;0.00;17199.72;3905.98;0.00
2015.00;financiero;805025964.00;237118.98;0.00;235290.45;0.00;113952.00;6490.74;116676.24;0.00;85354.35;85354.35;0.00;6396.51;37718.40;3792.94;0.00;33925.46;1748.58;0.00
2014.00;financiero;805025964.00;154249.79;0.00;154249.79;8925.75;81882.75;0.00;63441.29;1435.93;36284.65;0.00;0.00;0.00;28592.57;8180.22;0.00;20412.35;1261.70;595.12
2013.00;financiero;805025964.00;117792.91;0.00;117792.91;8193.68;63026.74;0.00;46572.50;3526.17;28024.59;0.00;0.00;0.00;22074.08;8368.07;0.00;13706.01;1119.23;592.31
2012.00;financiero;805025964.00;109438.07;0.00;109438.07;8082.85;64766.33;0.00;36588.90;3250.78;23485.86;0.00;0.00;0.00;16353.82;6175.81;0.00;10178.01;1085.55;591.31
2011.00;financiero;805025964.00;98007.20;0.00;98007.20;12110.26;45821.20;0.00;40075.73;787.63;29069.47;0.00;0.00;0.00;11793.89;4820.70;0.00;6973.19;1256.09;732.56
2010.00;financiero;805025964.00;25112.19;0.00;25112.19;1538.57;12407.98;0.00;11165.65;684.82;7386.74;0.00;0.00;0.00;4463.72;1437.24;0.00;3026.48;132.07;1006.26
2009.00;financiero;805025964.00;83038.96;0.00;83038.96;9905.30;28911.23;0.00;44222.43;2356.41;41382.31;0.00;0.00;0.00;5196.53;2098.35;0.00;3098.18;155.79;244.04
2008.00;financiero;805025964.00;68827.14;0.00;68827.14;8290.18;24409.15;0.00;36127.82;1384.90;33203.62;0.00;0.00;0.00;4309.10;1600.03;0.00;2709.06;188.20;21.17
2007.00;financiero;805025964.00;19489.49;0.00;19489.49;2268.49;5451.83;0.00;11769.17;634.80;11370.52;0.00;0.00;0.00;1033.45;438.05;0.00;595.40;0.00;0.00
2006.00;financiero;805025964.00;10451.15;0.00;10451.15;3150.12;1730.12;0.00;5570.91;885.34;5840.62;0.00;0.00;117.72;615.64;176.94;0.00;320.98;0.00;0.00
