ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;financiero;900329769.00;1041089.26;759322.05;281767.21;137558.65;47278.93;290.03;96639.60;804.16;19203.17;19203.17;0.00;866.32;79106.91;30077.62;0.00;49029.29;28118.18;0.00
2019.00;financiero;900329769.00;10925.95;0.00;10925.95;4351.22;0.00;8525.75;15100.47;6.90;2334.48;2334.48;0.00;6833.88;19606.78;2222.04;0.00;17384.75;43.31;0.00
2018.00;financiero;900329769.00;10131.50;0.00;10131.50;3919.10;0.00;12660.35;18872.75;70.59;2794.04;2794.04;0.00;3783.37;19932.67;1550.05;0.00;18382.61;34.73;0.00
2017.00;financiero;900329769.00;19601.28;0.00;19601.28;4049.60;0.00;395.82;15155.87;3.08;3892.11;3892.11;0.00;1972.87;9293.97;3652.78;0.00;5641.19;30.11;0.00
2016.00;financiero;900329769.00;11449.66;0.00;11449.66;3748.29;0.00;15214.53;22915.91;1.82;4851.18;4851.18;0.00;0.00;18066.55;2160.12;0.00;15906.43;29.77;0.00
2015.00;financiero;900329769.00;9983.02;0.00;9983.02;5511.78;0.00;0.00;4471.24;27.08;3542.99;1177.72;2365.27;0.00;955.33;435.34;0.00;519.99;0.00;0.00
2014.00;financiero;900329769.00;13937.04;0.00;13937.04;10584.26;0.00;0.00;3352.78;15.73;119.63;0.00;0.00;0.00;3248.88;460.36;0.00;2788.52;1617.04;0.00
2013.00;financiero;900329769.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2012.00;financiero;900329769.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2011.00;financiero;900329769.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2010.00;financiero;900329769.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2009.00;financiero;900329769.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2008.00;financiero;900329769.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2007.00;financiero;900329769.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2006.00;financiero;900329769.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
