ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;financiero;805023971.00;733079.98;386767.65;346312.33;204960.26;60891.37;13867.51;66593.19;0.00;38394.79;38394.79;0.00;0.00;28198.40;9531.14;0.00;18667.27;24701.49;0.00
2019.00;financiero;805023971.00;207.00;145.20;61.81;139.02;0.00;15.74;92.96;194.32;149.59;149.59;0.00;1857.83;1809.60;50.21;0.00;1759.38;40.49;0.00
2018.00;financiero;805023971.00;0.00;0.00;0.00;201.38;0.00;124.61;76.78;131.13;74.32;74.32;0.00;2572.25;2552.29;197.75;0.00;2354.54;95.36;0.00
2017.00;financiero;805023971.00;0.00;0.00;0.00;194.22;0.00;288.65;482.87;235.70;93.62;93.62;0.00;3013.02;2672.23;33.70;0.00;2638.53;99.54;0.00
2016.00;financiero;805023971.00;0.00;0.00;0.00;194.17;0.00;145.28;339.44;285.77;101.74;101.74;0.00;2524.55;2369.13;26.74;0.00;2342.39;19.78;0.00
2015.00;financiero;805023971.00;711.77;1.00;128.15;0.00;194.85;0.00;515.92;165.05;361.19;361.19;0.00;3341.32;3661.10;94.20;0.00;3566.90;19.78;0.00
2014.00;financiero;805023971.00;214.57;0.00;214.57;66.50;0.00;0.00;148.08;2690.40;313.95;0.00;0.00;0.00;2524.53;0.00;0.00;2524.53;0.00;0.00
2013.00;financiero;805023971.00;214.16;0.00;214.16;107.68;0.00;0.00;106.47;50.20;16.72;0.00;0.00;0.00;139.95;27.08;0.00;112.88;0.00;0.00
2012.00;financiero;805023971.00;217.21;0.00;217.21;34.85;0.00;0.00;182.35;35.00;38.23;0.00;0.00;0.00;179.12;0.00;0.00;179.12;0.00;0.00
2011.00;financiero;805023971.00;273.29;0.00;273.29;152.15;0.00;0.00;121.14;95.09;31.32;0.00;0.00;0.00;184.92;11.63;0.00;173.28;0.00;0.00
2010.00;financiero;805023971.00;190.10;0.00;190.10;213.87;0.00;0.00;23.77;36.15;94.33;0.00;0.00;0.00;81.95;12.29;0.00;94.24;17.95;0.00
2009.00;financiero;805023971.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2008.00;financiero;805023971.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2007.00;financiero;805023971.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2006.00;financiero;805023971.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
