ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;financiero;800216181.00;2632276.00;0.00;2632276.00;79993.00;0.00;0.00;2552283.00;0.00;107194.00;106979.00;215.00;0.00;2445089.00;46088.00;0.00;2399001.00;1743.00;75.00
2019.00;financiero;800216181.00;3299393.00;0.00;3299393.00;83902.00;0.00;0.00;3215491.00;0.00;122842.00;0.00;0.00;0.00;3092649.00;61411.00;0.00;3031238.00;1451.00;349.00
2018.00;financiero;800216181.00;3150418.00;0.00;3150418.00;74801.00;0.00;0.00;3075617.00;0.00;121206.00;119439.00;1767.00;0.00;2954411.00;66662.00;0.00;2887749.00;646.00;0.00
2017.00;financiero;800216181.00;2274822.00;0.00;2274822.00;89316.00;0.00;0.00;2185506.00;98.00;133953.00;0.00;0.00;0.00;2051651.00;50473.00;0.00;2001178.00;0.00;0.00
2016.00;financiero;800216181.00;1179900.00;0.00;1179900.00;54740.00;0.00;0.00;1125160.00;0.00;70103.00;0.00;0.00;0.00;1055057.00;1463.00;0.00;1053594.00;0.00;0.00
2015.00;financiero;800216181.00;1185765.00;0.00;1185765.00;40348.00;0.00;0.00;1145417.00;0.00;60540.00;0.00;0.00;0.00;1084877.00;1184.00;0.00;1086061.00;0.00;0.00
2014.00;financiero;800216181.00;1431037.07;0.00;1431037.07;53680.73;8083.19;0.00;1369273.15;150733.99;163631.77;0.00;0.00;0.00;1356375.37;8637.87;0.00;1347737.50;0.00;0.00
2013.00;financiero;800216181.00;851014.40;0.00;851014.40;36261.84;2670.13;0.00;812082.43;24082.77;66382.29;0.00;0.00;0.00;769782.91;3719.76;0.00;766063.16;102.92;11537.11
2012.00;financiero;800216181.00;913359.78;0.00;913359.78;43403.04;1942.37;0.00;868014.37;19912.16;79492.24;0.00;0.00;0.00;808434.29;6035.90;0.00;802398.39;0.00;0.00
2011.00;financiero;800216181.00;821391.91;0.00;821391.91;46770.75;1490.56;0.00;773130.60;10666.84;112390.39;0.00;0.00;0.00;671407.05;3845.51;0.00;667561.54;0.00;0.00
2010.00;financiero;800216181.00;1340603.14;769175.81;571427.33;35696.89;2114.94;0.00;533615.50;7222.00;75282.47;0.00;0.00;0.00;465555.04;1275.24;0.00;464279.80;0.00;0.00
2009.00;financiero;800216181.00;553516.71;60874.70;492642.01;29372.43;2845.46;0.00;460424.12;6650.35;65025.02;0.00;0.00;0.00;402049.45;979.24;0.00;401070.21;0.00;0.00
2008.00;financiero;800216181.00;909829.95;0.00;909829.95;25524.21;1385.35;0.00;882920.39;14824.81;132353.77;0.00;0.00;0.00;765391.43;5211.83;0.00;760179.59;0.00;0.00
2007.00;financiero;800216181.00;704605.54;0.00;704605.54;36232.74;12132.75;0.00;656240.05;31640.34;113252.48;0.00;0.00;0.00;574627.90;2989.52;0.00;571638.39;0.00;0.00
2006.00;financiero;800216181.00;599291.30;2468.50;596822.80;35364.74;4459.31;0.00;556998.76;20971.33;65644.76;0.00;0.00;23100.68;512325.32;2894.83;0.00;532531.17;0.00;0.00
