ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;financiero;900182199.00;355065.82;243346.43;111719.39;0.00;19133.78;875.17;91710.45;686.43;1500.51;1500.51;0.00;252.14;90644.23;23920.58;0.00;66723.65;20605.21;0.00
2019.00;financiero;900182199.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2018.00;financiero;900182199.00;0.00;0.00;0.00;311.50;0.00;0.00;311.50;24.78;1605.57;1605.57;0.00;60930.37;59038.08;0.00;0.00;59038.08;0.00;0.00
2017.00;financiero;900182199.00;64370.05;0.00;64370.05;650.06;0.00;4.04;63715.95;1.44;0.07;0.07;0.00;0.00;63717.32;1.54;0.00;63715.78;0.00;0.00
2016.00;financiero;900182199.00;0.00;0.00;0.00;582.51;0.00;1.55;580.96;1.57;1.69;1.69;0.00;35717.19;35136.11;1.27;0.00;35134.84;31.92;0.00
2015.00;financiero;900182199.00;0.00;0.00;0.00;0.00;602.98;0.00;602.98;0.73;0.00;0.00;0.00;0.00;602.25;0.00;0.00;602.25;0.00;0.00
2014.00;financiero;900182199.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2013.00;financiero;900182199.00;0.00;0.00;0.00;349.25;0.00;0.00;349.25;1143.66;0.03;0.00;0.00;0.00;794.38;267.70;0.00;526.68;0.00;0.00
2012.00;financiero;900182199.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2011.00;financiero;900182199.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2010.00;financiero;900182199.00;12406.38;0.00;12406.38;167.28;0.00;0.00;12239.10;10.63;7.94;0.00;0.00;0.00;12241.79;100.88;0.00;12140.91;0.00;0.00
2009.00;financiero;900182199.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2008.00;financiero;900182199.00;740.00;0.00;740.00;822.55;5367.06;0.00;5449.61;0.00;3.32;0.00;0.00;0.00;5452.93;0.23;0.00;5453.16;0.00;0.00
2007.00;financiero;900182199.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2006.00;financiero;900182199.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
