ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;financiero;830113598.00;3495132.77;3623552.01;128419.24;402043.12;122866.71;561744.43;91584.64;840749.97;91041.41;91041.41;0.00;0.00;658123.92;32371.83;0.00;625752.09;3153.90;0.00
2019.00;financiero;830113598.00;1449429.51;0.00;1449429.51;47741.01;0.00;1080.76;1400607.74;0.00;44306.08;44306.08;0.00;0.00;1356301.66;19605.00;0.00;1336696.66;137.47;0.00
2018.00;financiero;830113598.00;1600491.71;228375.05;1372116.66;64946.98;0.00;95333.42;1211836.26;0.00;35576.07;35576.07;0.00;0.00;1176260.19;32758.03;0.00;1143502.16;116.93;0.00
2017.00;financiero;830113598.00;579915.58;0.00;579915.58;43260.85;0.00;118129.12;418525.60;2.91;38868.36;38868.36;0.00;0.00;379660.15;33077.05;0.00;346583.10;93.44;0.00
2016.00;financiero;830113598.00;233563.06;122447.79;111115.28;19222.63;0.00;114243.31;206135.96;1.14;25592.11;25592.11;0.00;0.00;180544.99;17182.98;0.00;163362.02;42.95;0.00
2015.00;financiero;830113598.00;453300.48;0.00;453300.48;0.00;53099.18;8.97;400210.27;10.52;64906.95;64906.95;0.00;0.00;335313.84;7743.80;0.00;327570.04;62.24;0.00
2014.00;financiero;830113598.00;245936.96;0.00;245936.96;16993.57;0.00;0.00;228943.39;12.20;34589.31;0.00;0.00;0.00;194366.28;5453.23;0.00;188913.05;29.63;154.25
2013.00;financiero;830113598.00;178903.71;0.00;178903.71;15880.83;0.00;0.00;163022.88;10.91;10449.34;0.00;0.00;0.00;152584.45;6335.93;0.00;146248.52;28.04;155.52
2012.00;financiero;830113598.00;211659.22;0.00;211659.22;15452.90;0.00;0.00;196206.32;18.19;152393.02;0.00;0.00;0.00;43831.48;2444.48;0.00;41387.00;27.00;159.73
2011.00;financiero;830113598.00;247188.37;0.00;247188.37;12057.75;0.00;0.00;235130.62;28.69;50412.73;0.00;0.00;0.00;184746.58;3547.89;0.00;181198.70;28.29;167.88
2010.00;financiero;830113598.00;473388.39;362423.97;110964.41;24882.27;0.00;0.00;86082.14;1807.47;43111.12;0.00;0.00;0.00;44778.48;2360.66;0.00;42417.83;31.20;93.53
2009.00;financiero;830113598.00;242417.39;57601.07;184816.32;42801.55;0.00;0.00;142014.77;97.54;1779.33;0.00;0.00;0.00;140332.99;2036.36;0.00;138296.63;29.24;98.91
2008.00;financiero;830113598.00;129785.81;0.00;129785.81;27855.91;0.00;0.00;101929.89;32.21;2835.08;0.00;0.00;0.00;99127.02;5949.14;0.00;93177.88;23.92;95.85
2007.00;financiero;830113598.00;92786.59;0.00;92786.59;24041.84;0.00;0.00;68744.76;2.21;9908.09;0.00;0.00;0.00;58838.88;1082.21;0.00;57756.66;0.00;0.00
2006.00;financiero;830113598.00;60322.58;0.00;60322.58;24173.98;0.00;0.00;36148.61;1.15;2322.21;0.00;0.00;1954.52;33827.55;1684.01;0.00;30189.02;0.00;0.00
