ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;financiero;800107494.00;387534.08;202274.93;185259.15;0.00;83241.76;953.26;102970.65;2330.11;11612.86;11612.86;0.00;63284.10;156971.99;32242.96;0.00;124729.04;13647.74;0.00
2019.00;financiero;800107494.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2018.00;financiero;800107494.00;107119.61;0.00;107119.61;3675.26;0.00;1.61;103442.75;131.17;49.17;49.17;0.00;0.00;103524.75;41.27;0.00;103566.02;27.17;0.00
2017.00;financiero;800107494.00;100083.53;0.00;100083.53;5760.27;0.00;11.15;94334.40;200.46;7.19;7.19;0.00;0.00;94527.68;54.62;0.00;94473.06;24.53;0.00
2016.00;financiero;800107494.00;138349.39;0.00;138349.39;5334.79;0.00;6.68;133021.28;275.52;7.60;7.60;0.00;0.00;133289.20;54.42;0.00;133234.78;0.00;0.00
2015.00;financiero;800107494.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2014.00;financiero;800107494.00;67010.52;0.00;67010.52;4079.89;0.00;0.00;62930.63;84.84;14.53;0.00;0.00;0.00;63000.94;13.41;0.00;62987.54;21.95;4.75
2013.00;financiero;800107494.00;50583.65;0.00;50583.65;3623.68;0.00;0.00;46959.97;305.83;4.01;0.00;0.00;0.00;47261.79;68.93;0.00;47192.86;23.87;62.95
2012.00;financiero;800107494.00;48869.08;0.00;48869.08;2270.78;0.00;0.00;46598.30;497.45;22.83;0.00;0.00;0.00;47072.92;225.93;0.00;46846.99;26.93;59.35
2011.00;financiero;800107494.00;55644.20;0.00;55644.20;12859.39;0.00;0.00;42784.81;66.43;4.66;0.00;0.00;0.00;42846.58;22.22;0.00;42824.36;25.40;56.27
2010.00;financiero;800107494.00;46114.23;0.00;46114.23;3322.93;0.00;0.00;42791.30;191.01;44.91;0.00;0.00;0.00;42937.40;124.53;0.00;42812.87;28.60;60.37
2009.00;financiero;800107494.00;38407.29;0.00;38407.29;1550.33;0.00;0.00;36856.96;22.80;878.66;0.00;0.00;0.00;36001.10;511.75;0.00;35489.35;20.36;52.67
2008.00;financiero;800107494.00;70077.06;0.00;70077.06;1810.65;0.00;0.00;68266.40;2900.44;81.06;0.00;0.00;0.00;71085.79;2032.08;0.00;69053.71;20.99;2.62
2007.00;financiero;800107494.00;16897.05;0.00;16897.05;1140.64;0.00;0.00;15756.41;14512.37;507.50;0.00;0.00;0.00;29761.28;701.05;0.00;29060.23;0.00;0.00
2006.00;financiero;800107494.00;19340.76;0.00;19340.76;1200.51;0.00;0.00;18140.25;18334.23;5.24;0.00;0.00;222.73;36469.24;145.66;0.00;36100.84;0.00;0.00
