ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;financiero;811012271.00;1105178.00;0.00;1105178.00;93357.00;0.00;0.00;1011821.00;0.00;445386.00;380545.00;64841.00;0.00;566435.00;13534.00;0.00;579969.00;0.00;0.00
2019.00;financiero;811012271.00;1373589.00;0.00;1373589.00;79479.00;0.00;0.00;1294110.00;0.00;379088.00;0.00;0.00;0.00;915022.00;17168.00;0.00;932190.00;0.00;0.00
2018.00;financiero;811012271.00;1203554.00;0.00;1203554.00;41810.00;23714.00;0.00;1138030.00;0.00;583428.00;0.00;583428.00;0.00;554602.00;93991.00;0.00;648593.00;1306.00;0.00
2017.00;financiero;811012271.00;1157556.00;0.00;1157556.00;118560.00;0.00;0.00;1038996.00;3717.00;306122.00;0.00;0.00;0.00;736591.00;18494.00;0.00;755085.00;0.00;0.00
2016.00;financiero;811012271.00;1186230.00;0.00;1186230.00;82366.00;0.00;0.00;1103864.00;0.00;206845.00;0.00;0.00;0.00;897019.00;61538.00;0.00;835481.00;0.00;0.00
2015.00;financiero;811012271.00;1009651.00;0.00;1009651.00;54970.00;0.00;0.00;954681.00;0.00;118714.00;0.00;0.00;0.00;835967.00;111979.00;0.00;723988.00;0.00;0.00
2014.00;financiero;811012271.00;900608.58;0.00;900608.58;46056.86;0.00;0.00;854551.72;4312.52;129851.41;0.00;0.00;0.00;729012.83;57112.90;0.00;671899.93;0.00;0.00
2013.00;financiero;811012271.00;959155.70;0.00;959155.70;45986.20;0.00;0.00;913169.50;3083.91;83838.10;0.00;0.00;0.00;832415.30;50621.40;0.00;781793.90;290.19;11884.96
2012.00;financiero;811012271.00;675473.60;0.00;675473.60;122961.68;0.00;0.00;552511.92;128256.71;108062.20;0.00;0.00;0.00;572706.44;26606.93;0.00;546099.50;0.00;0.00
2011.00;financiero;811012271.00;495376.16;0.00;495376.16;47382.68;0.00;0.00;447993.47;25914.33;128538.45;0.00;0.00;0.00;345369.35;12634.00;0.00;332735.35;0.00;0.00
2010.00;financiero;811012271.00;802452.41;0.00;802452.41;13282.28;0.00;0.00;789170.13;334.28;85638.51;0.00;0.00;0.00;703865.91;7600.00;0.00;696265.91;0.00;0.00
2009.00;financiero;811012271.00;517544.30;0.00;517544.30;46994.06;0.00;0.00;470550.24;605.26;19666.65;0.00;0.00;0.00;451488.85;5438.58;0.00;446050.26;0.00;0.00
2008.00;financiero;811012271.00;279171.48;0.00;279171.48;24991.11;0.00;0.00;254180.37;49786.80;24573.49;0.00;0.00;0.00;279393.69;6380.00;0.00;273013.69;0.00;0.00
2007.00;financiero;811012271.00;265496.19;0.00;265496.19;12523.41;0.00;0.00;252972.78;18338.06;17582.34;0.00;0.00;0.00;253728.50;4230.60;0.00;249497.90;0.00;0.00
2006.00;financiero;811012271.00;363457.79;0.00;363457.79;12899.66;0.00;0.00;350558.14;739.36;12211.63;0.00;0.00;515.82;339085.88;5050.00;0.00;333520.05;0.00;0.00
