ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;calzado;890913861;35421.29;25501.35;9919.95;4589.14;2577.98;2054.25;4807.08;542.49;1192.71;1192.71;0.00;0.00;4156.86;1065.24;0.00;3091.62;425.55;0.00
2019;calzado;890913861;45363.89;32516.38;12847.52;2701.76;5188.43;363.47;5320.80;455.48;1399.42;1399.42;0.00;0.00;4376.86;1606.79;0.00;2770.07;466.46;0.00
2018;calzado;890913861;45699.03;32784.97;12914.06;2622.20;5029.27;153.24;5415.82;512.35;1316.91;1316.91;0.00;0.00;4611.27;1608.63;0.00;3002.64;390.70;0.00
2017;calzado;890913861;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2016;calzado;890913861;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2015;calzado;890913861;33843.65;24415.17;9428.47;2313.60;3780.71;0.00;3334.16;449.65;1090.82;556.24;534.58;0.00;2692.99;931.59;0.00;1761.40;0.00;0.00
2014;calzado;890913861;36154.75;25430.03;10724.72;2141.95;3615.86;0.00;4966.90;216.34;1401.00;0.00;0.00;0.00;3782.23;1320.74;0.00;2461.49;343.98;0.00
2013;calzado;890913861;30958.90;22778.18;8180.72;2052.99;3398.67;0.00;2729.06;274.50;1388.40;0.00;0.00;0.00;1615.16;573.28;0.00;1041.88;414.26;2.58
2012;calzado;890913861;28897.68;21077.97;7819.71;1884.05;3366.00;0.00;2569.66;239.67;1742.44;0.00;0.00;0.00;1066.90;421.79;0.00;645.11;326.84;40.00
2011;calzado;890913861;26968.68;19182.82;7785.86;2020.03;3245.52;0.00;2520.31;206.48;1688.36;0.00;0.00;0.00;1038.43;398.67;0.00;639.76;298.12;352.87
2010;calzado;890913861;24246.28;17493.69;6752.59;1559.04;2800.69;0.00;2392.85;231.21;1692.04;0.00;0.00;0.00;932.02;410.59;0.00;521.44;203.19;120.04
2009;calzado;890913861;19603.81;13742.27;5861.54;1406.94;2490.71;0.00;1963.88;308.01;1813.40;0.00;0.00;0.00;458.50;107.00;0.00;351.50;189.27;14.82
2008;calzado;890913861;21432.17;14695.87;6736.30;1833.57;2122.39;0.00;2780.35;533.87;2354.32;0.00;0.00;0.00;959.90;316.77;0.00;643.13;119.15;0.00
2007;calzado;890913861;18124.56;12388.07;5736.50;1780.10;1837.83;0.00;2118.57;372.13;1884.75;0.00;0.00;0.00;605.94;259.13;0.00;346.82;0.00;0.00
2006;calzado;890913861;13640.82;9494.77;4146.05;1540.49;1343.18;0.00;1262.38;341.57;1073.36;0.00;0.00;260.00;530.59;276.71;0.00;513.88;0.00;0.00
