ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;calzado;830137213;1567.00;1251.72;315.27;0.00;147.15;42.29;210.41;0.00;95.01;95.01;0.00;0.00;115.40;38.08;0.00;77.32;0.00;0.00
2019;calzado;830137213;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2018;calzado;830137213;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2017;calzado;830137213;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2016;calzado;830137213;4360.72;3625.40;735.32;214.05;30.00;4.33;495.59;0.00;206.06;206.06;0.00;0.00;289.54;98.44;0.00;191.10;64.20;0.00
2015;calzado;830137213;3652.90;2885.79;767.11;166.71;35.03;0.00;565.37;4.15;357.74;113.39;244.34;0.00;211.78;69.89;0.00;141.89;0.00;0.00
2014;calzado;830137213;2694.78;2155.82;538.96;185.80;30.16;0.00;322.99;1.98;180.42;0.00;0.00;0.00;144.55;36.14;0.00;108.41;58.95;0.00
2013;calzado;830137213;1738.98;1283.25;455.74;141.30;23.67;0.00;290.76;5.98;161.70;0.00;0.00;0.00;135.04;33.76;0.00;101.28;45.10;0.00
2012;calzado;830137213;1052.98;716.02;336.95;92.85;0.00;0.00;244.10;2.02;196.88;0.00;0.00;0.00;49.24;16.25;0.00;32.99;0.00;0.00
2011;calzado;830137213;1722.02;1187.97;534.05;214.19;0.00;0.00;319.86;17.94;277.92;0.00;0.00;0.00;59.88;19.39;0.00;40.49;47.24;0.00
2010;calzado;830137213;1658.82;1177.16;481.66;240.86;0.00;0.00;240.81;1.82;163.85;0.00;0.00;0.00;78.78;26.00;0.00;52.78;41.11;0.00
2009;calzado;830137213;1069.54;714.77;354.77;267.32;0.00;0.00;87.45;5.21;32.95;0.00;0.00;0.00;59.71;19.70;0.00;40.01;0.00;0.00
2008;calzado;830137213;1111.08;734.81;376.27;269.56;0.00;0.00;106.71;0.26;70.31;0.00;0.00;0.00;36.67;12.10;0.00;24.57;39.91;0.00
2007;calzado;830137213;868.32;590.88;277.44;367.82;0.00;0.00;90.38;432.03;321.38;0.00;0.00;0.00;20.26;6.89;0.00;13.38;0.00;0.00
2006;calzado;830137213;1175.03;784.64;390.38;170.81;0.00;0.00;219.57;0.37;223.72;0.00;0.00;4.85;3.77;0.00;0.00;1.08;0.00;0.00
