ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;calzado;800078522;22618.86;15807.97;6810.89;4384.14;2938.29;322.46;189.07;5.74;1686.54;1686.54;0.00;0.00;1869.87;86.12;0.00;1955.99;543.99;0.00
2019;calzado;800078522;47835.68;32993.17;14842.51;4011.20;6990.85;657.40;4497.86;48.09;4428.47;4428.47;0.00;0.00;117.48;54.17;0.00;63.32;619.74;0.00
2018;calzado;800078522;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2017;calzado;800078522;43877.52;28708.40;15169.13;4017.94;6669.98;116.67;4597.87;95.32;3109.65;3109.65;0.00;0.00;1583.54;771.08;0.00;812.47;672.83;0.00
2016;calzado;800078522;35001.95;21117.48;13884.47;3095.12;5383.80;139.22;5544.77;456.04;2350.35;2350.35;0.00;0.00;3650.46;1182.42;0.00;2468.04;198.73;0.00
2015;calzado;800078522;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2014;calzado;800078522;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2013;calzado;800078522;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2012;calzado;800078522;18054.20;12403.11;5651.08;1156.97;2699.89;0.00;1794.22;271.64;1384.20;0.00;0.00;0.00;681.67;252.62;0.00;429.05;113.50;0.00
2011;calzado;800078522;15073.33;11366.19;3707.14;690.24;1664.08;0.00;1352.82;372.20;1131.14;0.00;0.00;0.00;593.88;225.90;0.00;367.98;65.19;0.00
2010;calzado;800078522;12763.09;9314.18;3448.91;549.51;1402.42;0.00;1496.98;398.27;984.34;0.00;0.00;0.00;910.92;196.67;0.00;714.25;36.99;0.00
2009;calzado;800078522;11163.04;8318.82;2844.22;785.78;1097.59;0.00;960.85;263.43;958.42;0.00;0.00;0.00;265.87;125.73;0.00;140.14;211.21;0.00
2008;calzado;800078522;8743.47;6122.78;2620.69;722.25;961.32;0.00;937.12;221.38;930.65;0.00;0.00;0.00;227.85;0.00;0.00;227.85;209.41;0.00
2007;calzado;800078522;8579.85;6073.22;2506.63;636.62;923.47;0.00;946.54;137.99;1472.75;0.00;0.00;0.00;388.22;179.63;0.00;567.86;0.00;0.00
2006;calzado;800078522;6924.23;4957.10;1967.14;442.85;849.49;0.00;674.79;279.50;904.81;0.00;0.00;180.40;49.48;0.00;0.00;229.88;0.00;0.00
