ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;calzado;800031660;3833.10;2031.43;1801.67;0.00;2814.36;672.42;340.27;0.00;281.69;281.69;0.00;0.00;621.96;0.00;0.00;621.96;144.86;0.00
2019;calzado;800031660;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2018;calzado;800031660;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2017;calzado;800031660;10534.57;4588.87;5945.70;646.94;5101.90;137.06;333.92;28.16;439.50;439.50;0.00;0.00;77.42;2.76;0.00;80.18;0.00;0.00
2016;calzado;800031660;12098.59;4969.38;7129.21;821.90;5402.95;163.22;1067.59;129.32;483.32;483.32;0.00;0.00;713.59;0.00;0.00;713.59;192.72;0.00
2015;calzado;800031660;10747.49;4191.55;6555.93;729.27;4373.37;0.00;1453.29;237.63;540.20;180.55;359.65;0.00;1150.72;526.33;0.00;624.39;0.00;0.00
2014;calzado;800031660;9112.18;4034.77;5077.42;685.05;3473.70;0.00;918.67;192.10;362.25;0.00;0.00;0.00;748.53;318.33;0.00;430.20;65.51;79.51
2013;calzado;800031660;7582.66;3212.92;4369.74;987.49;2618.32;0.00;763.93;135.21;317.72;0.00;0.00;0.00;581.42;256.04;0.00;325.38;54.29;14.78
2012;calzado;800031660;5803.47;2331.67;3471.81;1005.53;1931.83;0.00;534.44;60.07;277.37;0.00;0.00;0.00;317.14;141.28;0.00;175.86;53.67;15.08
2011;calzado;800031660;5904.70;2612.53;3292.17;727.64;1958.86;0.00;605.68;119.32;275.96;0.00;0.00;0.00;449.04;195.85;0.00;253.19;51.50;10.88
2010;calzado;800031660;4741.95;2044.17;2697.78;557.59;1924.59;0.00;215.61;119.92;235.23;0.00;0.00;0.00;100.30;69.25;0.00;31.05;49.45;14.26
2009;calzado;800031660;4072.30;1776.00;2296.29;516.73;1551.84;0.00;227.73;92.72;190.49;0.00;0.00;0.00;129.96;65.27;0.00;64.68;45.32;23.88
2008;calzado;800031660;3502.94;1589.66;1913.28;485.29;1156.87;0.00;271.13;19.93;164.33;0.00;0.00;0.00;126.73;58.57;0.00;68.17;52.20;9.99
2007;calzado;800031660;3449.39;1929.61;1519.78;443.57;809.16;0.00;267.05;66.97;168.20;0.00;0.00;0.00;165.82;65.58;0.00;100.24;0.00;0.00
2006;calzado;800031660;2447.09;1608.63;838.46;294.38;355.05;0.00;189.04;8.58;97.87;0.00;0.00;3.68;99.74;53.10;0.00;50.32;0.00;0.00
