ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;calzado;800220701;2605.06;2670.17;65.10;90.15;339.50;401.34;93.42;162.09;25.78;25.78;0.00;0.00;42.90;20.25;0.00;22.65;359.82;0.00
2019;calzado;800220701;2693.21;1786.38;906.84;153.23;62.80;110.18;801.00;273.05;46.51;46.51;0.00;0.00;1027.54;284.32;0.00;743.22;312.78;0.00
2018;calzado;800220701;9609.50;8690.75;918.75;538.45;625.45;47.12;198.04;232.42;256.11;256.11;0.00;0.00;221.73;81.12;0.00;302.86;341.95;0.00
2017;calzado;800220701;16230.62;13874.93;2355.69;889.53;1555.33;158.13;68.96;342.63;237.21;237.21;0.00;0.00;174.39;86.26;0.00;88.13;379.97;0.00
2016;calzado;800220701;16053.15;12571.83;3481.32;691.50;1569.57;50.26;1270.51;370.14;626.93;626.93;0.00;0.00;1013.72;329.87;0.00;683.85;463.29;0.00
2015;calzado;800220701;18470.09;15229.97;3240.12;689.54;1636.39;0.00;914.20;1446.96;806.18;72.14;734.04;0.00;1554.98;528.83;0.00;1026.15;0.00;0.00
2014;calzado;800220701;17081.73;13516.49;3565.24;1269.26;2023.65;0.00;272.34;975.08;889.17;0.00;0.00;0.00;358.24;241.15;0.00;117.09;412.16;41.05
2013;calzado;800220701;18407.27;14979.27;3428.00;997.07;1780.33;0.00;650.60;778.93;951.41;0.00;0.00;0.00;478.13;172.29;0.00;305.84;425.98;0.00
2012;calzado;800220701;26808.46;20449.43;6359.02;938.78;2121.18;0.00;3299.06;1275.36;1955.19;0.00;0.00;0.00;2619.23;857.04;0.00;1762.19;393.18;1.99
2011;calzado;800220701;23251.90;17804.96;5446.95;621.53;1770.85;0.00;3054.58;440.57;1072.45;0.00;0.00;0.00;2422.69;863.19;0.00;1559.51;258.51;80.89
2010;calzado;800220701;16364.13;13098.54;3265.59;451.04;1199.51;0.00;1615.04;311.74;733.73;0.00;0.00;0.00;1193.05;451.64;0.00;741.40;263.59;1.83
2009;calzado;800220701;9301.85;7262.63;2039.22;410.16;876.17;0.00;752.89;267.02;536.71;0.00;0.00;0.00;483.20;182.00;0.00;301.20;222.44;0.00
2008;calzado;800220701;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2007;calzado;800220701;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2006;calzado;800220701;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
