ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;calzado;860009034;33011.24;23348.81;9662.43;4006.41;5515.78;208.11;67.86;124.39;5302.30;5302.30;0.00;0.00;5245.78;657.15;0.00;4588.63;2914.30;0.00
2019;calzado;860009034;59674.51;39147.25;20527.26;8119.28;5809.72;593.31;7191.58;68.85;5271.50;5271.50;0.00;0.00;1988.93;798.09;0.00;1190.84;3064.33;0.00
2018;calzado;860009034;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2017;calzado;860009034;68223.68;48537.04;19686.64;8974.00;5473.67;429.61;5668.58;500.38;4365.36;4365.36;0.00;0.00;1803.60;1086.10;0.00;717.50;1977.48;0.00
2016;calzado;860009034;74714.85;53103.56;21611.29;6311.00;9955.14;527.88;5873.03;6290.65;8463.44;8463.44;0.00;0.00;3700.24;2314.48;0.00;1385.77;2168.71;0.00
2015;calzado;860009034;78073.90;55725.44;22348.46;10138.09;6326.26;0.00;5884.11;5566.02;6425.33;1368.47;5056.86;0.00;5024.81;3152.55;0.00;1872.26;0.00;0.00
2014;calzado;860009034;78708.49;54466.16;24242.33;9133.70;5680.30;0.00;9428.33;1850.85;4881.59;0.00;0.00;0.00;6397.58;2387.01;0.00;4010.58;1313.53;720.99
2013;calzado;860009034;67733.14;45993.02;21740.12;8443.72;5382.15;0.00;7914.25;1909.58;2391.74;0.00;0.00;0.00;7432.09;2636.68;0.00;4795.40;1163.74;956.11
2012;calzado;860009034;63891.55;41255.78;22635.77;6981.22;3560.65;0.00;12093.90;2281.62;1680.37;0.00;0.00;0.00;12695.15;4233.92;0.00;8461.23;785.25;271.86
2011;calzado;860009034;62809.77;41197.66;21612.11;7564.63;3559.27;0.00;10488.21;1726.71;1772.39;0.00;0.00;0.00;10442.53;3618.95;0.00;6823.57;605.81;332.66
2010;calzado;860009034;49549.07;33338.30;16210.77;5990.26;3412.98;0.00;6807.53;1426.94;1764.15;0.00;0.00;0.00;6470.33;2271.26;0.00;4199.06;432.08;6.64
2009;calzado;860009034;44905.29;32168.71;12736.58;5504.13;2997.48;0.00;4234.98;1452.36;1631.09;0.00;0.00;0.00;4056.25;1390.98;0.00;2665.27;659.62;5.93
2008;calzado;860009034;39410.86;28775.74;10635.12;3856.52;3182.39;0.00;3596.20;876.33;2274.70;0.00;0.00;0.00;2197.83;769.47;0.00;1428.36;473.31;33.09
2007;calzado;860009034;41008.23;29943.85;11064.37;3690.05;1814.97;0.00;5559.36;781.04;1897.17;0.00;0.00;0.00;4443.23;601.03;0.00;3842.21;0.00;0.00
2006;calzado;860009034;36012.16;26838.45;9173.71;3497.38;1774.61;0.00;3901.72;570.11;2432.08;0.00;0.00;317.88;2039.75;573.68;0.00;1148.19;0.00;0.00
