ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;calzado;800196632;11644.42;10175.59;1468.82;284.31;1821.05;320.45;316.10;340.81;284.03;284.03;0.00;0.00;259.32;108.55;0.00;367.87;561.58;0.00
2019;calzado;800196632;21347.52;17235.41;4112.11;2402.74;465.35;1697.50;2941.53;161.23;296.94;296.94;0.00;0.00;2805.81;773.92;0.00;2031.89;636.89;0.00
2018;calzado;800196632;16930.10;14233.79;2696.31;2189.79;452.82;2368.40;2422.11;90.74;350.91;350.91;0.00;0.00;2161.93;529.81;0.00;1632.12;616.32;0.00
2017;calzado;800196632;19933.82;16397.74;3536.08;2101.93;479.70;1052.68;2007.14;178.96;365.44;365.44;0.00;0.00;1820.66;358.00;0.00;1462.66;629.80;0.00
2016;calzado;800196632;21051.38;16713.30;4338.08;2023.63;406.28;772.64;2680.81;172.41;401.11;401.11;0.00;0.00;2452.11;796.27;0.00;1655.84;611.18;0.00
2015;calzado;800196632;18608.49;14657.04;3951.46;2585.88;425.02;0.00;940.55;674.23;347.17;175.82;171.36;0.00;1267.61;449.80;0.00;817.81;0.00;0.00
2014;calzado;800196632;17595.78;13016.63;4579.15;2738.88;374.03;0.00;1466.24;384.60;369.98;0.00;0.00;0.00;1480.86;522.49;0.00;958.37;303.40;523.36
2013;calzado;800196632;14303.93;10796.77;3507.16;2547.06;404.59;0.00;555.51;497.88;445.59;0.00;0.00;0.00;607.80;219.28;0.00;388.52;307.29;420.73
2012;calzado;800196632;13363.27;10102.10;3261.17;2314.32;469.98;0.00;476.87;903.92;293.20;0.00;0.00;0.00;1087.59;367.23;0.00;720.36;79.74;2.55
2011;calzado;800196632;11813.97;8675.36;3138.60;2060.52;387.41;0.00;690.67;1018.62;224.17;0.00;0.00;0.00;1485.12;507.56;0.00;977.56;54.45;99.99
2010;calzado;800196632;10021.95;7607.60;2414.35;1738.14;322.71;0.00;353.50;878.12;187.54;0.00;0.00;0.00;1044.07;414.31;0.00;629.75;108.55;46.59
2009;calzado;800196632;8381.16;6447.07;1934.09;1691.63;285.04;0.00;42.58;925.96;264.30;0.00;0.00;0.00;619.08;242.35;0.00;376.73;86.75;23.40
2008;calzado;800196632;7279.44;5630.98;1648.46;1799.06;217.62;0.00;368.22;1249.91;362.13;0.00;0.00;0.00;519.57;218.93;0.00;300.63;59.16;0.00
2007;calzado;800196632;7736.52;5990.69;1745.83;1547.16;229.17;0.00;30.49;1111.29;253.80;0.00;0.00;0.00;827.01;291.73;0.00;535.27;0.00;0.00
2006;calzado;800196632;8218.82;6259.56;1959.26;1110.47;192.91;0.00;655.88;726.59;198.53;0.00;0.00;212.87;1183.94;360.69;0.00;610.38;0.00;0.00
