ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;calzado;890904603;12976.58;9851.49;3125.08;1032.88;1467.88;1038.26;1662.59;0.00;627.93;627.93;0.00;0.00;1034.66;341.44;0.00;693.22;422.13;0.00
2019;calzado;890904603;16154.08;12571.67;3582.41;1837.32;1277.09;110.29;357.71;0.00;399.43;399.43;0.00;0.00;41.71;102.76;0.00;144.47;1835.06;0.00
2018;calzado;890904603;14531.04;10856.69;3674.35;1675.21;1251.46;370.48;1118.17;0.00;0.00;0.00;0.00;0.00;1118.17;511.51;0.00;606.66;278.50;0.00
2017;calzado;890904603;14201.15;11414.12;2787.04;1771.90;934.76;1049.22;1129.60;0.00;644.22;644.22;0.00;0.00;485.39;47.46;0.00;437.93;340.81;0.00
2016;calzado;890904603;10529.73;8280.34;2249.39;1711.85;0.00;1191.83;1729.36;0.00;323.96;323.96;0.00;0.00;1405.40;633.40;0.00;772.00;323.48;0.00
2015;calzado;890904603;14892.78;12561.31;2331.47;1528.35;783.86;0.00;19.26;953.88;641.47;112.67;528.80;0.00;331.67;291.47;0.00;40.20;0.00;0.00
2014;calzado;890904603;12286.61;10200.28;2086.34;1244.78;596.69;0.00;244.86;815.25;455.62;0.00;0.00;0.00;604.50;219.96;0.00;384.54;93.92;0.00
2013;calzado;890904603;11843.68;9972.52;1871.16;1269.96;595.96;0.00;5.25;678.13;463.45;0.00;0.00;0.00;219.93;99.53;0.00;120.40;100.11;0.00
2012;calzado;890904603;11708.55;9395.01;2313.54;1267.65;569.39;0.00;476.50;622.01;701.89;0.00;0.00;0.00;396.61;158.92;0.00;237.69;111.65;0.00
2011;calzado;890904603;11633.16;9258.53;2374.62;1138.04;552.77;0.00;683.82;780.79;674.90;0.00;0.00;0.00;789.72;285.54;0.00;504.18;34.19;0.00
2010;calzado;890904603;10163.68;7997.57;2166.10;759.49;463.40;0.00;943.22;477.01;633.60;0.00;0.00;0.00;786.63;296.09;0.00;490.54;40.02;0.00
2009;calzado;890904603;9727.84;7882.31;1845.53;688.50;488.19;0.00;668.84;611.94;679.97;0.00;0.00;0.00;600.81;254.27;0.00;346.55;72.52;0.00
2008;calzado;890904603;10433.18;8612.00;1821.19;845.25;452.26;0.00;523.68;600.72;549.82;0.00;0.00;0.00;574.59;261.60;0.00;312.98;63.45;0.00
2007;calzado;890904603;10330.91;8768.22;1562.69;614.18;424.18;0.00;524.33;391.62;499.67;0.00;0.00;0.00;416.28;187.58;0.00;228.71;0.00;0.00
2006;calzado;890904603;8770.33;7466.63;1303.70;544.78;354.14;0.00;404.78;323.02;373.57;0.00;0.00;7.66;354.23;157.76;0.00;188.81;0.00;0.00
