ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;calzado;900086028;8586.12;6884.37;1701.75;986.08;928.20;189.07;401.61;0.00;0.00;0.00;0.00;0.00;401.61;13.68;0.00;387.92;199.64;0.00
2019;calzado;900086028;9565.12;7345.78;2219.34;956.20;1217.57;104.63;150.20;0.00;0.00;0.00;0.00;0.00;150.20;103.63;0.00;46.56;193.57;0.00
2018;calzado;900086028;9648.88;7391.84;2257.04;921.94;1245.26;425.63;515.48;0.00;791.48;791.48;0.00;0.00;276.00;45.87;0.00;230.14;212.83;0.00
2017;calzado;900086028;8023.40;5798.93;2224.47;1098.97;969.93;254.94;99.37;0.00;0.00;0.00;0.00;0.00;99.37;32.16;0.00;131.53;0.00;0.00
2016;calzado;900086028;7816.61;5490.34;2326.26;1080.79;673.44;45.25;526.79;0.00;0.00;0.00;0.00;0.00;526.79;218.74;0.00;308.05;172.18;0.00
2015;calzado;900086028;6606.49;4824.24;1782.25;937.66;595.99;0.00;248.60;335.43;962.56;37.51;925.05;0.00;378.53;56.84;0.00;435.37;0.00;0.00
2014;calzado;900086028;5805.34;3884.06;1921.28;959.95;546.42;0.00;414.92;333.18;593.80;0.00;0.00;0.00;154.30;90.73;0.00;63.57;299.66;47.40
2013;calzado;900086028;4743.14;3514.15;1228.99;773.91;415.53;0.00;39.55;131.39;494.66;0.00;0.00;0.00;323.72;60.00;0.00;383.72;279.97;20.16
2012;calzado;900086028;6475.62;4940.84;1534.77;855.57;416.49;0.00;262.71;252.31;399.33;0.00;0.00;0.00;115.69;57.45;0.00;58.24;284.09;30.83
2011;calzado;900086028;4098.02;3057.77;1040.25;847.52;275.10;0.00;82.38;275.09;619.49;0.00;0.00;0.00;426.77;48.50;0.00;475.27;300.87;76.08
2010;calzado;900086028;2451.93;2110.13;341.80;694.60;216.08;0.00;568.88;971.75;221.72;0.00;0.00;0.00;181.15;0.00;0.00;181.15;291.42;96.33
2009;calzado;900086028;3219.89;2444.07;775.82;624.89;162.52;0.00;11.59;432.52;527.14;0.00;0.00;0.00;106.21;0.00;0.00;106.21;120.24;79.99
2008;calzado;900086028;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2007;calzado;900086028;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2006;calzado;900086028;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
