ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;calzado;804014026;15543.20;11363.69;4179.51;548.15;2341.67;0.00;1289.70;120.07;795.46;795.46;0.00;0.00;614.31;515.91;0.00;98.40;0.00;0.00
2019;calzado;804014026;17449.67;9274.10;8175.57;2490.53;1031.11;1354.89;3299.04;0.00;0.00;0.00;0.00;0.00;3299.04;1880.67;0.00;1418.37;308.79;0.00
2018;calzado;804014026;19926.17;10995.00;8931.17;2703.71;1140.17;1940.70;3146.60;0.00;0.00;0.00;0.00;0.00;3146.60;2104.87;0.00;1041.73;184.84;0.00
2017;calzado;804014026;25780.00;14840.00;10940.00;1985.00;969.00;488.00;7498.00;0.00;0.00;0.00;0.00;0.00;7498.00;2997.00;0.00;4501.00;91.00;0.00
2016;calzado;804014026;13770.01;10730.60;3039.41;1692.69;0.00;136.82;1209.91;88.30;0.00;0.00;0.00;0.00;1298.21;520.37;0.00;777.84;0.00;0.00
2015;calzado;804014026;10586.30;5384.03;5202.27;1429.62;398.97;0.00;3373.68;53.33;803.94;0.19;803.75;0.00;2623.07;641.70;0.00;1981.38;0.00;0.00
2014;calzado;804014026;9416.30;6607.40;2808.90;386.76;0.00;0.00;2422.14;18.72;102.38;0.00;0.00;0.00;2338.48;0.00;0.00;2338.48;0.00;0.00
2013;calzado;804014026;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2012;calzado;804014026;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2011;calzado;804014026;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2010;calzado;804014026;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2009;calzado;804014026;208.36;143.13;65.23;49.75;6.55;0.00;8.93;28.39;34.76;0.00;0.00;0.00;2.56;0.00;0.00;2.56;3.09;0.00
2008;calzado;804014026;1177.79;830.94;346.85;202.53;43.81;0.00;100.51;0.21;96.25;0.00;0.00;0.00;4.47;7.03;0.00;2.57;15.42;0.00
2007;calzado;804014026;7386.10;6036.16;1349.94;1245.65;57.45;0.00;46.84;376.56;213.73;0.00;0.00;0.00;209.67;103.89;0.00;105.78;0.00;0.00
2006;calzado;804014026;4407.19;3030.27;1376.92;837.88;19.48;0.00;519.57;10.49;89.70;0.00;0.00;20.10;440.36;36.58;0.00;423.87;0.00;0.00
