BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;890913861;2,6;462,6;0;-;465,2;0,14;9.968,08;-;-;83,24;9.884,84;0;1.041,96;0;-;0;0;1.041,96;-;-;-;-;-;8.871,14;8.871,14;-;-;-;-;20.263,28;0;0;0;0;19.888,98;0;0;0;406,46;0;0;0;0;0;-;-;-;20.295,44;40.558,72;1.305,13;3.689,39;1.724,30;-;-;-;-;-;0;-;-;1.724,30;1.205,32;548,19;0;-;-;781,35;781,35;-;9.253,68;6.434,13;0;0;0;0;-;0;0;-;6.434,13;15.687,82;3.000,00;0;0;-;3.000,00;0;1.500,00;3.091,62;-;-;17.279,29;-;0;24.870,91;40.558,72
2019;890913861;-;424,59;-;-;424,59;1.393,58;10.543,29;-;-;-;10.543,29;-;0;0;-;0;0;0;-;-;-;-;-;6.905,78;6.905,78;-;-;-;-;19.267,24;0;0;0;0;19.885,80;0;0;0;0;0;0;0;0;0;-;-;-;19.885,80;39.153,04;1.574,12;4.960,42;-;-;-;-;-;663,23;0;-;362,17;1.025,40;2.434,16;-;-;-;-;-;-;-;9.994,09;5.777,78;0;0;0;-;-;651,98;0;-;6.429,76;16.423,85;3.000,00;0;0;-;3.000,00;0;1.500,00;2.770,07;-;-;15.459,12;-;0;22.729,19;39.153,04
2018;890913861;-;741,83;-;-;741,83;0;10.468,63;-;-;-;10.468,63;-;0;0;-;0;1.553,33;1.553,33;-;-;-;-;-;5.496,98;5.496,98;-;-;-;-;18.260,76;0;0;0;0;20.052,63;0;35,8;35,8;0;0;0;0;0;0;-;-;-;20.088,43;38.349,19;1.393,70;4.934,62;-;-;-;-;-;672,54;0;-;412,01;1.084,55;2.462,51;-;-;-;-;-;-;-;9.875,38;6.820,36;0;0;0;-;-;651,98;0;-;7.472,33;17.347,71;3.000,00;0;0;-;3.000,00;0;1.500,00;3.002,63;-;-;13.498,85;-;0;21.001,48;38.349,19
2017;890913861;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;890913861;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;890913861;6,19;672,33;0,24;0;678,76;0;4.541,56;0;0;0;4.541,56;0;81,42;1.293,05;4,59;-;32,43;1.411,50;1.519,10;1.283,78;4.523,50;0;0;30,44;7.356,83;0;0;0;0;13.988,64;0;-;-;0;6.501,64;-;-;4.340,92;0;-;-;-;-;27,8;0;9.504,00;9.504,00;20.374,36;34.363,00;541;2.901,58;596,09;40,59;0;33,63;3,9;161,28;-;111,28;80,06;1.026,82;1.273,31;406,38;0;0;2.355,23;0;2.355,23;0;8.504,32;6.826,83;0;0;0;0;0;0;0;0;6.826,83;15.331,15;3.000,00;-;-;0;3.000,00;0;1.064,45;225,25;0;1.761,40;3.476,76;9.504,00;-;19.031,85;34.363,00
2014;890913861;2,86;279,69;0,24;0;282,79;0;4.539,92;0;0;0;4.539,92;0;10,23;1.228,19;34,45;-;32,22;1.305,09;1.531,11;915,48;3.579,18;0;0;27,01;6.052,79;2,27;5,38;0;7,65;12.188,23;0;-;-;0;9.542,44;-;-;845,12;0;-;-;-;-;27,8;0;9.504,00;9.504,00;19.919,36;32.107,59;846,3;3.448,17;564,56;57,33;0;33,97;4,59;31,41;-;0;20,29;712,15;2.104,63;392,1;0;0;42,98;0;42,98;0;7.546,32;6.257,71;0;0;0;0;0;0;0;0;6.257,71;13.804,03;3.000,00;-;-;0;3.000,00;0;818,3;258,34;0;2.461,49;2.261,42;9.504,00;-;18.303,56;32.107,59
2013;890913861;3,63;57,11;0,24;0;60,98;0;6.895,23;0;0;0;6.895,23;0;160,84;962,16;131,37;-;31,82;1.286,19;1.312,54;882,99;3.753,56;0;0;1,66;5.950,74;0;0;0;0;14.193,13;0;-;-;0;9.667,50;-;-;800,76;61,11;-;-;-;-;27,8;0;9.504,00;9.504,00;20.061,16;34.254,29;1.297,59;5.218,67;960,7;50,83;0;28,28;3,83;118,55;-;0;0;1.162,19;1.284,19;378,12;0;0;22,37;0;22,37;0;9.363,13;8.142,10;0;0;0;0;0;0;0;0;8.142,10;17.505,23;3.000,00;-;-;0;3.000,00;0;714,11;365,35;0;1.041,88;2.123,73;9.504,00;-;16.749,07;34.254,29
2012;890913861;1,36;323,27;0,24;0;324,88;0;4.642,46;0;0;0;4.642,46;8,07;135,63;942,99;47,54;-;0;1.134,22;819,68;679,93;4.645,54;0;0;18,26;6.163,41;39,02;8,27;0;47,29;12.312,26;0;-;-;0;7.607,87;-;-;2.972,74;0;-;-;-;-;27,8;0;4.807,61;4.807,61;15.416,02;27.728,27;4.301,52;4.068,30;589,84;40,73;0;52,15;1,17;143,01;-;0;0;826,9;507,76;289,23;0;0;97,29;0;97,29;0;10.091,00;5.919,47;0;0;0;0;0;0;0;0;5.919,47;16.010,47;3.000,00;-;-;0;3.000,00;0;649,6;472,35;0;645,11;2.143,13;4.807,61;-;11.717,80;27.728,27
2011;890913861;1,35;112,2;0,24;0;113,79;0;4.187,89;0;0;0;4.187,89;0,64;91,23;738,96;34,61;-;22,1;887,54;1.232,94;1.198,29;4.041,16;0;0;12,5;6.484,89;34,48;40,85;0;75,33;11.749,44;153,89;-;-;0;7.622,92;-;-;2.915,14;0;-;-;-;-;27,8;0;4.807,61;4.807,61;15.527,35;27.276,79;4.425,80;3.526,40;539,68;35,29;0;34,79;1,04;84,95;-;0;214,22;909,97;670,88;200,53;0;0;103,33;0;103,33;0;9.836,91;5.306,63;0;0;0;0;0;0;0;0;5.306,63;15.143,53;3.000,00;-;-;0;3.000,00;0;585,62;1.132,76;0;639,76;1.967,51;4.807,61;-;12.133,26;27.276,79
