BALANCE GENERAL;SECTOR;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos, y Contrib,O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD, Y PROVIS,;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA,;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad, y Provis,;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia,;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN, O PARTC, DECRET, EN ACC,O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;CALZADO;800031660;13.79;269.61;0.00;0.00;283.40;0.00;899.94;0.00;0.00;0.00;899.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1897.90;1897.90;0.00;0.00;0.00;0.00;3081.24;0.00;0.00;0.00;0.00;2107.98;0.00;0.00;0.00;0.00;0.00;0.00;84.36;0.00;84.36;0.00;0.00;0.00;2192.33;5273.57;58.04;1056.66;1036.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1036.39;284.05;68.72;0.00;0.00;0.00;0.00;0.00;0.00;2503.86;2078.15;0.00;0.00;0.00;0.00;0.00;117.35;297.18;0.00;2492.68;4996.54;874.00;0.00;0.00;0.00;874.00;163.35;240.27;0.00;0.00;0.00;1000.59;0.00;0.00;277.03;5273.57
2019;CALZADO;800031660;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2018;CALZADO;800031660;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2017;CALZADO;800031660;133.13;1133.34;0.00;0.00;1266.47;0.00;1002.06;0.00;0.00;0.00;1002.06;0.00;240.81;0.00;0.00;0.00;0.00;240.81;0.00;0.00;0.00;0.00;0.00;2710.53;2710.53;0.00;0.00;0.00;0.00;5219.87;0.00;0.00;0.00;0.00;1479.33;0.00;56.40;56.40;48.36;0.00;0.00;62.20;0.00;62.20;0.00;0.00;0.00;1646.28;6866.16;1552.72;1752.09;0.00;0.00;0.00;0.00;0.00;192.94;0.00;0.00;0.00;192.94;468.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3966.44;1144.62;0.00;0.00;0.00;0.00;0.00;61.06;938.43;0.00;2144.11;6110.56;479.47;0.00;0.00;0.00;479.47;0.00;239.73;0.00;0.00;0.00;36.40;0.00;0.00;755.60;6866.16
2016;CALZADO;800031660;0.00;1763.00;0.00;0.00;1763.00;232.09;577.16;0.00;0.00;0.00;577.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3030.24;3030.24;0.00;0.00;0.00;0.00;5602.49;0.00;0.00;0.00;0.00;1478.56;0.00;68.05;68.05;54.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1601.41;7203.91;1368.58;2257.37;0.00;0.00;0.00;0.00;0.00;103.94;0.00;0.00;0.00;103.94;406.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4136.84;940.18;859.00;0.00;0.00;0.00;0.00;154.54;0.00;0.00;1953.72;6090.56;479.47;0.00;0.00;0.00;479.47;0.00;279.55;0.00;0.00;0.00;354.32;0.00;0.00;1113.35;7203.91
2015;CALZADO;800031660;113.59;946.70;0.00;0.00;1060.28;215.02;442.63;0.00;0.00;0.00;442.63;3.86;29.29;137.44;0.34;0.00;18.86;189.78;593.81;42.48;824.81;803.07;0.00;38.23;2302.40;0.00;0.00;0.00;0.00;4210.11;0.00;0.00;0.00;0.00;220.64;0.00;0.00;1144.34;29.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1394.19;5604.30;1994.03;658.14;203.65;19.95;0.00;3.27;11.60;16.38;0.00;15.91;53.57;324.32;761.05;42.61;0.00;0.00;49.96;0.00;49.96;0.00;3830.11;0.00;0.00;430.02;0.00;0.00;0.00;0.00;0.00;0.00;430.02;4260.13;479.47;0.00;0.00;0.00;479.47;0.00;239.73;0.00;0.00;624.39;0.58;0.00;0.00;1344.18;5604.30
2014;CALZADO;800031660;74.36;654.71;0.00;0.00;729.07;202.50;311.44;0.00;0.00;1.11;310.33;206.80;136.54;3.41;0.08;0.00;8.26;355.09;389.97;0.00;680.55;514.66;0.00;19.46;1604.63;0.00;0.00;0.00;0.00;3201.62;0.00;0.00;0.00;0.00;261.22;0.00;0.00;1258.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1519.38;4721.00;2169.56;620.08;101.66;28.60;205.10;3.83;2.17;10.49;0.00;12.70;38.35;402.89;396.01;25.33;0.00;0.00;21.33;0.00;21.33;0.00;3635.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3635.19;479.47;0.00;0.00;0.00;479.47;0.00;175.76;0.00;0.00;430.20;0.38;0.00;0.00;1085.81;4721.00
2013;CALZADO;800031660;51.88;964.58;0.00;0.00;1016.46;202.50;242.62;0.00;0.00;1.11;241.51;170.01;263.98;1.90;0.00;0.00;16.79;452.66;334.32;36.38;881.70;441.18;0.00;6.24;1699.83;0.00;5.50;0.00;5.50;3618.46;0.00;0.00;0.00;0.00;251.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;251.25;3869.71;1347.32;779.47;92.28;18.37;206.21;2.32;2.97;0.00;0.00;0.00;116.85;438.99;321.22;0.00;0.00;0.00;43.80;6.09;49.89;0.00;2936.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2936.90;0.00;0.00;0.00;479.47;479.47;0.00;127.96;0.00;0.00;325.38;0.00;0.00;0.00;932.81;3869.71
2012;CALZADO;800031660;68.47;507.17;0.00;0.00;575.64;2.00;440.77;0.00;0.00;0.00;440.77;310.27;8.83;0.90;0.00;0.00;172.82;492.82;280.65;14.19;552.09;462.11;0.00;14.65;1323.68;0.00;64.94;0.00;64.94;2899.84;0.00;0.00;0.00;0.00;210.73;0.00;0.00;90.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;301.08;3200.93;1246.17;503.51;169.95;14.15;0.00;5.32;0.94;0.00;0.00;0.00;0.00;190.36;184.94;0.00;0.00;0.00;36.21;0.00;36.21;0.00;2161.18;0.00;0.00;6.18;0.00;0.00;0.00;0.00;0.00;0.00;6.18;2167.36;0.00;0.00;0.00;479.47;479.47;0.00;91.80;0.00;0.00;175.86;286.43;0.00;0.00;1033.56;3200.93
2011;CALZADO;800031660;54.88;557.13;0.00;0.00;612.01;2.00;263.98;70.62;0.00;0.00;334.59;0.00;53.25;4.09;0.00;0.00;22.58;79.92;229.73;0.00;495.93;281.44;0.00;45.37;1052.46;3.90;0.00;0.00;3.90;2084.88;0.00;0.00;0.00;0.00;242.40;0.00;0.00;90.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;332.75;2417.63;551.27;566.65;52.74;17.06;0.00;11.42;0.76;0.00;0.00;0.00;136.95;218.93;213.14;0.00;0.00;0.00;9.78;0.00;9.78;0.00;1559.76;0.00;0.00;19.72;0.00;0.00;0.00;0.00;0.00;0.00;19.72;1579.47;0.00;0.00;0.00;479.47;479.47;0.00;72.26;0.00;0.00;253.19;33.24;0.00;0.00;838.16;2417.63
