BALANCE GENERAL;SECTOR;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;CALZADO;860009034;12,07;198,18;0,00;0,00;210,25;85,13;87286,72;0,00;0,00;166,20;87120,51;0,00;0,00;1149,71;0,00;0,00;465,86;1615,57;0,00;0,00;0,00;0,00;0,00;30861,51;30861,51;0,00;0,00;0,00;0,00;119892,98;5749,96;0,00;0,00;0,00;53946,36;0,00;49,00;49,00;10402,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;70148,31;190041,28;26046,35;3268,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8817,51;8817,51;1502,65;0,00;2318,87;0,00;0,00;1893,98;1893,98;0,00;43848,18;37816,01;0,00;0,00;0,00;0,00;0,00;19834,27;0,00;0,00;57650,28;101498,46;1,24;2498,49;0,00;0,00;2499,74;0,00;11487,28;38602,78;0,00;0,00;35953,04;0,00;0,00;88542,83;190041,28
2019;CALZADO;860009034;0,00;212,13;0,00;0,00;212,13;323,21;92257,30;0,00;0,00;0,00;92257,30;0,00;0,00;928,34;0,00;0,00;0,00;928,34;0,00;0,00;0,00;0,00;0,00;29444,35;29444,35;0,00;0,00;0,00;0,00;123165,33;7621,19;0,00;0,00;0,00;52265,56;0,00;91,01;91,01;9615,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;69592,84;192758,17;55088,06;11583,56;0,00;0,00;0,00;0,00;0,00;3185,31;0,00;0,00;1900,72;5086,03;2995,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;74753,53;5009,61;0,00;0,00;0,00;0,00;0,00;19793,83;0,00;0,00;24803,44;99556,97;1,24;2498,49;0,00;0,00;2499,74;0,00;11487,28;38672,52;0,00;0,00;40541,67;0,00;0,00;93201,20;192758,17
2018;CALZADO;860009034;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2017;CALZADO;860009034;13,72;936,78;0,00;0,00;950,50;0,00;61399,82;0,00;0,00;0,00;61399,82;0,00;10,04;1196,19;0,00;0,00;0,00;1206,23;0,00;0,00;0,00;0,00;0,00;24354,99;24354,99;0,00;0,00;0,00;0,00;87911,55;0,00;0,00;4448,27;4448,27;54268,62;0,00;0,00;0,00;9489,42;0,00;0,00;4410,36;0,00;4410,36;0,00;0,00;0,00;72616,67;160528,22;38929,75;10680,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2631,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;52242,36;812,48;0,00;0,00;0,00;0,00;0,00;20823,44;0,00;0,00;21635,92;73878,28;1,24;2498,49;0,00;0,00;2499,74;0,00;11487,28;38607,89;0,00;0,00;34055,04;0,00;0,00;86649,94;160528,22
2016;CALZADO;860009034;0,00;2273,04;0,00;0,00;2273,04;0,00;50168,66;0,00;0,00;0,00;50168,66;0,00;0,00;3909,60;0,00;0,00;7,00;3916,60;0,00;0,00;0,00;0,00;0,00;29246,37;29246,37;0,00;0,00;0,00;0,00;85604,68;3948,03;0,00;1933,73;1933,73;54132,06;0,00;0,00;0,00;9958,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;69972,16;155576,84;36516,60;9308,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3892,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;49717,87;83,11;0,00;0,00;0,00;0,00;0,00;20906,38;0,00;0,00;20989,49;70707,35;1,24;2498,49;0,00;0,00;2499,74;0,00;11487,28;39482,29;0,00;0,00;31400,19;0,00;0,00;84869,49;155576,84
2015;CALZADO;860009034;19,77;2361,03;754,15;14,37;3149,32;0,00;44187,05;0,00;0,00;127,67;44059,38;0,00;1388,85;3772,65;40,28;0,00;1056,17;6257,95;12586,97;3679,07;2526,41;6702,41;0,00;3073,85;28568,70;316,27;78,24;0,00;394,51;82429,86;215,90;0,00;0,00;0,00;9985,37;0,00;0,00;217,19;0,00;0,00;0,00;0,00;0,00;0,00;160,34;38112,52;38272,85;48691,31;131121,17;23174,34;4989,87;1971,74;350,39;0,00;37,94;0,00;349,97;0,00;4048,39;727,33;7485,75;4144,29;1854,65;0,00;0,00;227,36;765,86;993,22;0,00;42642,12;1152,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1152,29;43794,41;1,24;0,00;0,00;0,00;1,24;2498,49;11487,28;26029,92;0,00;1872,26;7164,72;38272,85;0,00;87326,76;131121,17
2014;CALZADO;860009034;3718,92;1303,58;534,14;13,93;5570,57;0,00;40887,28;0,00;0,00;88,43;40798,86;0,00;1229,35;3244,51;78,71;0,00;1084,06;5636,64;11565,54;3387,53;3925,94;8611,14;0,00;1683,34;29173,50;172,65;27,49;0,00;200,14;81379,70;215,90;0,00;0,00;0,00;10213,05;0,00;0,00;400,98;0,00;0,00;0,00;0,00;0,00;0,00;0,16;29298,12;29298,28;40128,21;121507,91;17734,29;4932,07;6569,62;332,13;1944,35;29,71;0,98;298,19;0,00;2435,96;619,56;12230,49;2908,26;2039,82;0,00;0,00;1098,64;1078,05;2176,69;0,00;42021,63;3006,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3006,35;45027,97;1,24;0,00;0,00;0,00;1,24;2498,49;11487,28;26029,92;0,00;4010,58;3154,14;29298,28;0,00;76479,93;121507,91
2013;CALZADO;860009034;13,39;1391,38;293,12;13,52;1711,41;0,00;35173,39;0,00;0,00;86,02;35087,37;693,67;796,64;3046,37;373,13;0,00;477,73;5387,53;11339,84;2758,01;4945,76;8201,24;0,00;3014,46;30259,30;223,76;0,00;0,00;223,76;72669,37;215,90;0,00;0,00;0,00;11052,64;0,00;0,00;783,48;0,00;0,00;0,00;0,00;0,00;0,00;0,16;29713,12;29713,28;41765,30;114434,67;16575,53;6565,27;1482,91;234,80;129,97;25,44;1,01;241,16;0,00;1678,09;219,85;4013,23;3985,44;1889,63;0,00;0,00;1,39;1105,77;1107,15;0,00;34136,25;3728,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3728,00;37864,25;1,24;0,00;0,00;0,00;1,24;2498,49;11487,28;26029,92;0,00;4795,40;2044,80;29713,28;0,00;76570,42;114434,67
2012;CALZADO;860009034;20,29;909,61;390,23;13,19;1333,32;0,00;33149,67;0,00;0,00;140,37;33009,31;0,00;291,95;2442,36;427,41;0,00;2431,12;5592,84;8605,04;1873,62;5440,51;5447,39;0,00;1280,70;22647,26;178,17;0,00;0,00;178,17;62760,89;23600,68;0,00;0,00;0,00;7988,63;0,00;0,00;1005,26;0,00;0,00;0,00;0,00;0,00;0,00;0,16;29713,12;29713,28;62307,85;125068,74;6791,32;4912,32;553,74;336,55;14,51;77,15;0,89;304,74;0,00;25377,50;717,92;27383,00;6102,15;1642,91;0,00;0,00;1,68;960,35;962,04;0,00;47793,72;5500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5500,00;53293,72;1,24;0,00;0,00;0,00;1,24;2498,49;11487,28;26029,92;0,00;8461,23;6416,43;29713,28;0,00;71775,02;125068,74
2011;CALZADO;860009034;13,83;1837,85;0,00;12,63;1864,31;0,00;32538,29;0,00;0,00;203,35;32334,94;0,00;75,44;2285,87;425,40;0,00;1580,71;4367,41;9088,35;1629,44;3728,06;3439,03;0,00;1349,02;19233,90;109,70;0,00;0,00;109,70;57910,25;23600,68;0,00;0,00;0,00;4401,20;0,00;0,00;86,33;0,00;0,00;0,00;0,00;0,00;0,00;0,16;26588,09;26588,25;54676,45;112586,71;7864,89;5657,66;1189,04;401,68;14,51;100,72;0,93;67,75;0,00;25289,87;609,85;27674,35;5836,09;1589,42;0,00;0,00;0,00;0,00;0,00;0,00;48622,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1544,73;0,00;1544,73;50167,13;1,24;0,00;0,00;0,00;1,24;2498,49;6894,50;26029,92;0,00;6823,57;6416,41;26588,25;0,00;62419,58;112586,71
