BALANCE GENERAL;SECTOR;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;CALZADO;890904603;0,20;774,33;0,00;0,00;774,53;4,59;5727,47;0,00;0,00;0,00;5727,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4571,37;4571,37;0,00;0,00;0,00;0,00;11077,95;6844,78;0,00;0,00;0,00;38854,04;0,00;2037,75;2037,75;0,00;0,00;0,00;0,00;131,10;131,10;0,00;0,00;0,00;47867,66;58945,61;1932,52;2599,10;568,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;568,77;272,77;0,00;0,00;0,00;0,00;381,08;381,08;0,00;5754,23;0,00;0,00;0,00;0,00;48,90;0,00;4,30;0,00;0,00;53,20;5807,44;800,00;2900,00;0,00;0,00;3700,00;0,00;2038,96;44267,55;0,00;0,00;3131,67;0,00;0,00;53138,18;58945,61
2019;CALZADO;890904603;0,00;148,63;0,00;0,00;148,63;0,00;5647,34;0,00;0,00;0,00;5647,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4694,43;4694,43;0,00;0,00;0,00;0,00;10490,40;8962,12;0,00;0,00;0,00;39166,11;0,00;0,00;0,00;0,00;0,00;0,00;168,62;0,00;168,62;0,00;0,00;0,00;48296,85;58787,25;0,00;5271,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;421,28;421,28;253,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5946,80;0,00;0,00;119,41;0,00;0,00;0,00;4,30;0,00;0,00;123,72;6070,51;800,00;2900,00;0,00;0,00;3700,00;2854,69;2038,96;44267,55;0,00;0,00;144,47;0,00;0,00;52716,73;58787,25
2018;CALZADO;890904603;0,00;813,28;0,00;0,00;813,28;0,00;5049,72;0,00;0,00;0,00;5049,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6112,26;6112,26;0,00;0,00;0,00;0,00;11975,26;9079,96;0,00;0,00;0,00;39503,97;0,00;0,00;0,00;0,00;0,00;0,00;146,02;0,00;146,02;0,00;0,00;0,00;48729,94;60705,20;2807,03;4636,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;260,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7703,99;0,00;160,25;32,66;0,00;0,00;0,00;4,30;0,00;0,00;197,22;7901,21;800,00;2900,00;0,00;0,00;3700,00;0,00;2038,96;44267,55;0,00;0,00;2797,49;0,00;0,00;52803,99;60705,20
2017;CALZADO;890904603;2,02;98,42;0,00;0,00;100,44;0,00;4169,91;0,00;0,00;0,00;4169,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4754,35;4754,35;0,00;0,00;0,00;0,00;9024,70;6939,99;0,00;0,00;0,00;39684,69;0,00;0,00;0,00;3,89;0,00;0,00;2457,36;0,00;2457,36;0,00;0,00;0,00;49085,92;58110,62;3375,47;2875,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6251,29;0,00;34,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;34,56;6285,85;800,00;2900,00;0,00;0,00;3700,00;0,00;1988,96;44362,76;0,00;0,00;1773,06;0,00;0,00;51824,78;58110,62
2016;CALZADO;890904603;0,00;275,68;0,00;0,00;275,68;0,00;2258,09;0,00;0,00;0,00;2258,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6381,83;6381,83;0,00;0,00;0,00;0,00;8915,60;6959,69;0,00;0,00;0,00;39913,61;0,00;0,00;0,00;3,89;0,00;0,00;14,23;0,00;14,23;0,00;0,00;0,00;46891,41;55807,01;2210,68;1471,84;0,00;0,00;0,00;0,00;0,00;177,20;0,00;0,00;0,00;177,20;152,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4012,55;0,00;0,00;0,00;0,00;0,00;0,00;4,30;3384,02;0,00;3388,32;7400,87;700,00;0,00;0,00;0,00;700,00;0,00;1988,96;44382,46;0,00;0,00;1334,72;0,00;0,00;48406,14;55807,01
2015;CALZADO;890904603;3,95;525,44;12,20;0,00;541,59;0,00;1596,64;0,00;60,47;32,50;1624,61;0,00;4,54;289,35;114,74;0,00;215,32;623,95;603,98;1639,03;1056,81;21,10;0,00;0,00;3320,93;0,00;0,00;0,00;0,00;6111,08;0,00;0,00;0,00;0,00;3986,75;0,00;0,00;0,60;23,71;0,00;0,00;0,00;0,00;0,00;0,00;10720,49;10720,49;14731,55;20842,63;430,72;715,29;47,19;0,00;3815,52;0,00;0,00;18,50;0,00;234,38;55,17;4170,76;125,89;159,36;0,00;0,00;68,86;6,31;75,17;0,00;5677,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5677,19;700,00;0,00;0,00;0,00;700,00;0,00;2065,80;1638,96;0,00;40,20;0,00;10720,49;0,00;15165,44;20842,63
2014;CALZADO;890904603;2,00;464,89;12,20;0,00;479,09;0,00;1314,74;0,00;60,47;2,50;1372,71;0,00;662,47;133,75;141,46;0,00;142,57;1080,24;334,13;1008,01;2118,60;11,22;0,00;0,00;3471,95;0,00;0,00;0,00;0,00;6403,99;0,00;0,00;0,00;0,00;3303,60;0,00;0,00;0,60;13,94;0,00;0,00;0,00;0,00;0,00;0,00;10639,89;10639,89;13958,03;20362,02;850,00;430,02;134,91;0,00;3249,59;0,00;0,00;14,47;0,00;234,58;44,38;3677,93;153,14;153,86;0,00;0,00;44,97;7,46;52,43;0,00;5317,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5317,38;700,00;0,00;0,00;0,00;700,00;0,00;350,00;1638,96;0,00;384,54;1331,26;10639,89;0,00;15044,64;20362,02
2013;CALZADO;890904603;3,12;1022,23;12,22;0,00;1037,56;0,00;1520,41;0,00;60,47;53,26;1527,61;0,00;107,30;289,43;85,03;0,00;87,80;569,56;395,01;0,00;1825,53;13,98;0,00;0,00;2234,52;3,47;0,00;0,00;3,47;5372,73;0,00;0,00;0,00;0,00;3307,20;0,00;0,00;0,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10155,54;10155,54;13463,34;18836,07;225,38;496,97;49,77;24,38;3089,21;4,51;0,00;13,27;0,00;230,06;0,00;3411,20;329,62;160,11;0,00;0,00;31,86;5,19;37,05;0,00;4660,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4660,32;700,00;0,00;0,00;0,00;700,00;0,00;1560,86;1638,96;0,00;120,40;0,00;10155,54;0,00;14175,76;18836,07
2012;CALZADO;890904603;2,03;209,76;11,30;0,00;223,09;0,00;1348,31;0,00;0,00;30,00;1318,32;0,00;20,32;247,27;71,77;0,00;121,39;460,75;413,90;411,14;1573,39;22,33;0,00;0,00;2420,76;6,74;4,24;0,00;10,98;4433,88;0,00;0,00;0,00;0,00;4278,05;0,00;0,00;0,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3247,69;3247,69;7526,34;11960,22;500,00;535,86;68,63;56,37;2017,75;29,63;0,00;33,28;0,00;221,00;0,00;2426,65;319,43;159,16;0,00;0,00;0,00;4,42;4,42;0,00;3945,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3945,51;700,00;0,00;0,00;0,00;700,00;0,00;1323,17;1638,96;0,00;237,69;0,00;4114,89;0,00;8014,71;11960,22
2011;CALZADO;890904603;2,00;295,10;20,39;0,00;317,49;0,00;1435,78;0,00;87,15;87,15;1435,78;0,00;123,32;118,77;39,41;0,00;79,59;361,09;272,05;261,14;1543,98;38,36;0,00;0,00;2115,53;5,30;0,79;0,00;6,09;4235,98;0,00;0,00;0,00;0,00;2894,04;0,00;0,00;0,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3738,40;3738,40;6633,04;10869,02;564,26;541,87;27,13;0,00;1322,59;0,00;0,00;26,20;0,00;211,72;210,75;1798,38;323,10;122,01;0,00;0,00;0,00;10,58;10,58;0,00;3360,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3360,20;700,00;0,00;0,00;0,00;700,00;0,00;350,00;1638,96;0,00;504,18;469,00;3846,69;0,00;7508,82;10869,02
