BALANCE GENERAL;SECTOR;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;CALZADO;890504493;102,25;744,64;71,33;0,00;918,22;1,23;234,28;0,00;0,00;0,00;234,28;0,00;0,00;1269,72;0,00;0,00;164,61;1434,32;0,00;0,00;0,00;0,00;0,00;4685,83;4685,83;0,00;0,00;0,00;0,00;7273,88;0,00;0,00;0,00;0,00;12027,96;0,00;301,27;301,27;3,28;0,00;0,00;0,00;2362,85;2362,85;0,00;0,00;0,00;14695,35;21969,23;10,05;2697,79;2785,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2785,70;1501,83;732,28;0,00;0,00;0,00;299,47;299,47;0,00;8027,12;14042,30;0,00;0,00;0,00;0,00;0,00;276,43;0,00;0,00;14318,73;22345,85;2650,00;0,00;0,00;0,00;2650,00;0,00;221,29;0,00;0,00;0,00;3247,91;0,00;0,00;376,62;21969,23
2019;CALZADO;890504493;0,00;1224,98;0,00;0,00;1224,98;2362,85;955,23;0,00;0,00;0,00;955,23;0,00;0,00;1284,68;0,00;0,00;0,00;1284,68;0,00;0,00;0,00;0,00;0,00;6615,42;6615,42;0,00;0,00;0,00;0,00;12443,15;0,00;0,00;0,00;0,00;10628,70;0,00;198,56;198,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10827,26;23270,41;1352,59;5627,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1553,27;1553,27;1822,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10355,79;11555,31;0,00;0,00;0,00;0,00;0,00;390,97;0,00;0,00;11946,28;22302,07;2650,00;0,00;0,00;0,00;2650,00;0,00;221,29;0,00;0,00;0,00;1902,96;0,00;0,00;968,34;23270,41
2018;CALZADO;890504493;0,00;2290,25;0,00;0,00;2290,25;0,00;2256,56;0,00;0,00;0,00;2256,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8040,12;8040,12;0,00;0,00;0,00;0,00;12586,93;0,00;0,00;0,00;0,00;4828,62;0,00;9070,92;9070,92;0,00;0,00;0,00;299,22;0,00;299,22;0,00;0,00;0,00;14198,75;26785,68;1,08;4311,32;0,00;0,00;0,00;0,00;0,00;1236,68;0,00;0,00;50,69;1287,37;1630,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7229,79;0,00;0,00;0,00;0,00;0,00;0,00;455,07;12876,31;0,00;13331,39;20561,18;2650,00;0,00;0,00;0,00;2650,00;0,00;221,29;0,00;0,00;0,00;3353,21;0,00;0,00;6224,50;26785,68
2017;CALZADO;890504493;594,14;1186,17;0,00;0,00;1780,32;2,19;3414,54;0,00;0,00;0,00;3414,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11604,41;11604,41;0,00;0,00;0,00;0,00;16801,46;0,00;0,00;0,00;0,00;16337,38;3921,28;0,00;3921,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20258,66;37060,12;2609,60;3673,93;43,22;0,00;0,00;0,00;0,00;1013,01;0,00;0,00;0,00;1056,23;1924,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9264,71;16284,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16284,58;25549,29;2650,00;0,00;0,00;0,00;2650,00;0,00;221,29;0,00;0,00;0,00;8639,53;0,00;0,00;11510,83;37060,12
2016;CALZADO;890504493;0,00;868,32;0,00;0,00;868,32;182,92;1456,03;0,00;0,00;0,00;1456,03;0,00;0,00;4015,64;0,00;0,00;0,00;4015,64;0,00;0,00;0,00;0,00;0,00;7152,59;7152,59;0,00;0,00;0,00;0,00;13675,51;0,00;0,00;0,00;0,00;25523,94;0,00;332,06;332,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25856,00;39531,51;2849,82;4789,65;0,00;0,00;0,00;0,00;0,00;1014,56;0,00;0,00;973,51;1988,07;988,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10615,80;21955,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21955,79;32571,60;2650,00;0,00;0,00;0,00;2650,00;0,00;221,21;0,00;0,00;0,00;4088,71;0,00;0,00;6959,92;39531,51
2015;CALZADO;890504493;253,44;67,72;0,00;0,00;321,16;1,13;270,61;0,00;0,00;18,52;252,10;0,00;935,22;587,12;749,85;0,00;2372,16;4644,35;1225,61;545,21;8644,34;6658,26;0,00;0,00;17073,42;0,00;0,00;0,00;0,00;22292,16;0,00;0,00;0,00;0,00;4971,13;0,00;0,00;9022,36;5165,46;0,00;0,00;0,00;0,00;0,00;0,00;3921,28;3921,28;23080,24;45372,39;6035,17;3276,84;1117,71;84,24;0,00;1,19;6,44;866,65;0,00;135,36;0,00;2211,58;1092,09;1003,39;0,00;0,00;121,40;0,00;121,40;0,00;13740,46;22456,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22456,27;36196,72;2500,00;0,00;0,00;0,00;2500,00;0,00;208,58;1333,41;0,00;212,46;999,93;3921,28;0,00;9175,67;45372,39
2014;CALZADO;890504493;310,07;799,93;0,00;0,00;1110,00;75,77;204,77;0,00;0,00;18,52;186,25;0,00;859,90;435,53;598,79;0,00;1639,08;3533,29;921,78;556,81;6494,89;1241,05;0,00;0,00;9214,53;0,00;0,00;0,00;0,00;14119,84;1,13;0,00;0,00;0,00;4114,44;0,00;0,00;6038,18;4276,62;0,00;0,00;0,00;0,00;0,00;0,00;2667,84;2667,84;17098,20;31218,04;3392,91;1136,07;472,98;43,24;0,00;2,82;2,25;635,49;0,00;101,91;0,00;1258,69;821,73;838,69;0,00;0,00;7,76;0,00;7,76;0,00;7455,85;15820,05;0,00;1710,83;0,00;0,00;0,00;0,00;0,00;0,00;17530,88;24986,73;1000,00;0,00;0,00;0,00;1000,00;0,00;183,77;1333,41;0,00;333,12;713,18;2667,84;0,00;6231,32;31218,04
2013;CALZADO;890504493;194,76;386,12;0,00;0,00;580,87;69,61;172,68;0,00;0,00;12,22;160,46;0,00;20,07;320,91;480,25;0,00;837,73;1658,96;650,74;202,56;6002,17;540,07;0,00;0,00;7395,54;0,00;0,00;0,00;0,00;9865,44;1,44;0,00;0,00;0,00;3833,61;0,00;0,00;4963,32;2977,65;0,00;0,00;0,00;0,00;0,00;0,00;2523,26;2523,26;14299,28;24164,71;2565,11;691,91;630,41;23,34;0,00;10,05;2,02;590,06;0,00;70,00;0,00;1325,87;862,70;435,65;0,00;0,00;20,15;0,00;20,15;0,00;5901,39;10126,98;0,00;2318,10;0,00;0,00;0,00;0,00;0,00;0,00;12445,09;18346,48;1000,00;0,00;0,00;0,00;1000,00;0,00;148,62;1333,41;0,00;351,45;461,49;2523,26;0,00;5818,24;24164,71
2012;CALZADO;890504493;211,02;200,21;2,11;0,00;413,34;0,00;82,83;0,00;0,00;6,11;76,72;0,00;27,32;235,03;705,02;0,00;941,60;1908,96;663,37;237,15;6435,68;464,24;0,00;0,00;7800,43;0,00;0,00;0,00;0,00;10199,45;1,44;0,00;0,00;0,00;2947,93;0,00;0,00;4875,41;2076,16;0,00;0,00;0,00;0,00;0,00;0,00;2523,26;2523,26;12424,19;22623,64;2591,88;1440,81;607,62;32,05;0,00;57,01;2,27;836,71;0,00;48,26;0,00;1583,92;624,63;333,63;0,00;0,00;6,52;0,00;6,52;0,00;6581,40;10187,31;0,00;387,44;0,00;0,00;0,00;0,00;0,00;0,00;10574,75;17156,15;1000,00;0,00;0,00;0,00;1000,00;0,00;135,82;1333,41;0,00;128,00;347,00;2523,26;0,00;5467,49;22623,64
2011;CALZADO;890504493;310,75;222,61;8,77;0,00;542,13;0,00;269,06;0,00;0,00;0,00;269,06;0,00;95,07;198,81;524,77;0,00;1612,96;2431,62;580,49;85,76;4240,65;800,21;0,00;0,00;5707,11;8,37;0,00;0,00;8,37;8958,28;1,44;0,00;0,00;236,84;3093,22;0,00;0,00;2665,15;1219,32;0,00;0,00;0,00;0,00;0,00;0,00;2079,50;2079,50;9295,47;18253,75;2577,49;1624,66;240,11;37,53;0,00;61,30;1,51;565,24;0,00;48,05;0,00;953,73;522,74;244,22;0,00;0,00;264,80;0,00;264,80;0,00;6187,63;6593,48;0,00;513,86;0,00;0,00;0,00;0,00;0,00;0,00;7107,34;13294,97;1000,00;0,00;0,00;0,00;1000,00;0,00;134,47;1363,44;0,00;46,52;334,85;2079,50;0,00;4958,78;18253,75
