BALANCE GENERAL;SECTOR;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;CALZADO;890924742;604,33;0,00;0,00;0,00;604,33;0,00;6955,70;0,00;0,00;0,00;6955,70;0,00;45,31;935,57;0,00;0,00;1515,98;2496,87;0,00;0,00;0,00;0,00;0,00;3229,11;3229,11;0,00;0,00;0,00;0,00;13286,01;0,00;0,00;0,00;0,00;5056,68;0,00;0,00;0,00;75,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5132,52;18418,52;1398,42;7429,86;1398,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1398,42;803,22;0,00;0,00;0,00;0,00;1404,26;1404,26;0,00;12434,16;0,00;0,00;0,00;0,00;0,00;0,00;286,38;0,00;0,00;286,38;12720,55;500,00;0,00;0,00;0,00;500,00;0,00;4581,48;0,00;0,00;0,00;616,49;0,00;0,00;5697,98;18418,52
2019;CALZADO;890924742;0,00;1619,14;0,00;0,00;1619,14;28,82;11179,40;0,00;0,00;0,00;11179,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3960,31;3960,31;0,00;0,00;0,00;0,00;16787,67;14,57;0,00;0,00;0,00;4673,58;0,00;0,00;0,00;0,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4688,43;21476,10;5014,10;9826,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;349,60;349,60;484,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15674,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15674,55;500,00;0,00;0,00;0,00;500,00;0,00;250,00;4322,71;0,00;0,00;728,85;0,00;0,00;5801,56;21476,10
2018;CALZADO;890924742;0,00;60,54;0,00;0,00;60,54;29,28;15900,50;0,00;0,00;0,00;15900,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3413,29;3413,29;0,00;0,00;0,00;0,00;19403,61;3,67;0,00;0,00;0,00;5260,88;0,00;0,00;0,00;4,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5269,54;24673,15;5690,82;11224,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;553,24;553,24;2987,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20455,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20455,97;500,00;0,00;0,00;0,00;500,00;1334,10;250,00;0,00;0,00;0,00;2133,08;0,00;0,00;4217,18;24673,15
2017;CALZADO;890924742;0,00;173,22;0,00;0,00;173,22;0,00;9331,80;0,00;0,00;0,00;9331,80;0,00;35,74;1445,97;0,00;0,00;0,00;1481,71;0,00;0,00;0,00;0,00;0,00;4047,17;4047,17;0,00;0,00;0,00;0,00;15033,89;0,00;0,00;0,00;0,00;5144,12;0,00;0,00;0,00;0,00;0,00;0,00;5,91;0,00;5,91;0,00;0,00;0,00;5150,03;20183,93;3615,97;11913,95;623,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;623,33;1920,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18074,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18074,12;500,00;0,00;0,00;0,00;500,00;1334,10;250,00;0,00;0,00;0,00;25,70;0,00;0,00;2109,80;20183,93
2016;CALZADO;890924742;0,00;210,81;0,00;0,00;210,81;0,00;10102,48;0,00;0,00;0,00;10102,48;0,00;0,00;1849,72;0,00;0,00;36,51;1886,23;0,00;0,00;0,00;0,00;0,00;3942,19;3942,19;0,00;0,00;0,00;0,00;16141,71;2,55;0,00;0,00;0,00;5323,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5325,93;21467,64;4423,20;10660,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;589,40;589,40;2715,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18388,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18388,42;500,00;0,00;0,00;0,00;500,00;1334,10;250,00;0,00;0,00;0,00;995,11;0,00;0,00;3079,22;21467,64
2015;CALZADO;890924742;0,00;0,00;0,29;0,00;0,29;0,00;8236,51;0,00;0,00;0,00;8236,51;0,00;18,75;1412,07;53,72;0,00;62,62;1547,16;7129,75;232,55;125,12;0,00;0,00;27,30;7514,73;34,89;0,00;0,00;34,89;17333,58;0,00;0,00;0,00;0,00;4340,54;0,00;0,00;0,00;1641,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5981,99;23315,57;5419,86;11068,69;296,45;35,47;211,04;33,42;1,78;56,00;0,00;44,93;152,11;831,19;1069,09;219,95;0,00;0,00;488,83;0,00;488,83;0,00;19097,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19097,61;500,00;0,00;0,00;0,00;500,00;0,00;250,00;1334,10;0,00;372,71;2506,57;0,00;0,00;4217,96;23315,57
2014;CALZADO;890924742;0,00;1324,56;0,28;0,00;1324,84;0,00;9661,88;0,00;0,00;0,00;9661,88;81,56;341,29;1347,17;64,28;0,00;57,16;1891,45;2398,00;449,93;186,32;0,00;0,00;0,00;3034,24;20,82;0,00;0,00;20,82;15933,23;0,00;0,00;0,00;0,00;3722,14;0,00;0,00;0,00;81,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3804,12;19737,35;4142,35;9014,34;330,22;43,69;0,00;45,60;2,22;39,91;0,00;50,33;152,11;664,08;1103,80;217,50;0,00;0,00;4,61;0,00;4,61;0,00;15146,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15146,68;500,00;0,00;0,00;0,00;500,00;0,00;250,00;1334,10;0,00;145,60;2360,97;0,00;0,00;4590,67;19737,35
2013;CALZADO;890924742;0,00;622,63;0,28;0,00;622,91;0,00;8253,30;0,00;0,00;0,00;8253,30;11,69;249,77;1406,77;29,91;0,00;43,49;1741,62;2237,94;227,41;225,74;0,00;0,00;0,00;2691,09;23,50;0,00;0,00;23,50;13332,42;0,00;0,00;0,00;0,00;3333,77;0,00;0,00;0,00;89,61;0,00;0,00;0,00;0,00;0,00;0,00;106,43;106,43;3529,81;16862,23;4006,70;6008,62;181,83;36,60;0,00;12,52;1,30;46,37;0,00;41,54;0,80;320,96;875,02;101,48;0,00;0,00;713,10;0,00;713,10;0,00;12025,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12025,88;0,00;0,00;0,00;500,00;500,00;0,00;250,00;1334,10;0,00;284,85;2360,97;106,43;0,00;4836,35;16862,23
2012;CALZADO;890924742;0,00;234,19;0,28;0,00;234,47;0,00;8587,21;0,00;0,00;2,06;8585,15;0,00;273,38;1164,45;36,79;0,00;13,23;1487,85;2621,12;262,51;258,78;0,00;0,00;0,00;3142,41;0,00;0,00;0,00;0,00;13449,88;0,00;0,00;0,00;0,00;1965,84;0,00;0,00;0,00;114,32;0,00;0,00;0,00;0,00;0,00;0,00;51,91;51,91;2132,07;15581,94;4092,49;5898,12;201,96;50,86;38,37;65,74;1,44;67,15;0,00;39,15;103,80;568,47;246,68;227,61;0,00;0,00;47,89;0,00;47,89;0,00;11081,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11081,24;0,00;0,00;0,00;500,00;500,00;0,00;250,00;1334,10;0,00;252,20;2112,49;51,91;0,00;4500,70;15581,94
2011;CALZADO;890924742;0,00;140,21;0,28;0,00;140,49;0,00;8454,66;0,00;0,00;7,53;8447,13;0,00;382,41;1179,90;32,85;0,00;10,23;1605,39;1794,00;214,52;219,20;0,00;0,00;0,00;2227,71;0,00;0,00;0,00;0,00;12420,72;0,00;0,00;0,00;0,00;1125,66;0,00;0,00;0,00;91,57;0,00;0,00;0,00;0,00;0,00;0,00;51,91;51,91;1269,14;13689,86;2339,61;5595,85;172,49;47,75;367,74;63,74;1,60;80,69;0,00;36,71;103,80;874,51;346,65;250,39;0,00;0,00;4,39;0,00;4,39;0,00;9411,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9411,39;0,00;0,00;0,00;500,00;500,00;0,00;200,00;1364,07;0,00;376,71;1785,78;51,91;0,00;4278,47;13689,86
2010;CALZADO;890924742;0,00;349,91;0,28;0,00;350,19;0,00;7197,92;0,00;0,00;7,53;7190,40;0,00;129,07;1002,99;27,56;0,00;395,56;1555,17;1311,09;162,26;293,96;0,00;0,00;0,00;1767,31;8,35;0,00;0,00;8,35;10871,42;0,00;0,00;0,00;0,00;673,57;0,00;0,00;0,00;34,21;0,00;0,00;0,00;0,00;0,00;0,00;51,91;51,91;759,69;11631,11;1339,61;4691,32;182,33;47,09;0,00;60,31;0,00;60,41;0,00;33,63;103,80;487,57;696,12;272,98;0,00;0,00;148,38;0,00;148,38;0,00;7635,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7635,96;0,00;0,00;0,00;500,00;500,00;0,00;200,00;1364,07;0,00;849,02;1030,14;51,91;0,00;3995,14;11631,11
2009;CALZADO;890924742;0,00;185,21;0,28;0,00;185,49;0,00;5984,46;0,00;0,00;7,53;5976,94;715,81;63,06;834,80;23,28;0,00;398,04;2034,98;1534,29;136,48;135,16;0,00;0,00;0,00;1805,92;8,19;0,00;0,00;8,19;10011,52;0,00;0,00;0,00;0,00;588,55;0,00;0,00;0,00;30,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;619,05;10630,57;1841,67;3552,85;145,68;40,74;0,00;37,26;0,00;50,74;0,00;30,89;94,99;400,30;446,57;211,87;0,00;0,00;38,67;0,00;38,67;0,00;6491,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6491,93;0,00;0,00;0,00;500,00;500,00;0,00;200,00;1364,07;0,00;645,53;1429,05;0,00;0,00;4138,64;10630,57
