BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;890801339;25,81;61.522,42;0;-;61.548,23;1,18;22.106,00;-;-;1.014,26;21.091,74;0;0;0;-;0;7.066,77;7.066,77;-;-;-;-;-;56.441,11;56.441,11;-;-;-;-;146.149,02;0;0;0;0;115.405,70;0;8.014,58;8.014,58;0;0;0;0;0;0;-;-;-;123.420,28;269.569,31;19.182,36;37.358,36;-;-;-;-;-;-;0;-;4.483,19;4.483,19;18.033,26;-;11.255,22;-;-;23.249,40;23.249,40;-;113.561,79;20.000,00;0;1.077,28;0;-;-;2.080,23;41.764,78;-;64.922,29;178.484,08;100;208,67;0;-;308,67;0;109.473,85;0;-;-;-18.697,29;-;0;91.085,23;269.569,31
2019;890801339;-;38.520,18;-;-;38.520,18;0;51.866,64;-;-;-;51.866,64;-;0;822,07;-;0;0;822,07;-;-;-;-;-;78.180,52;78.180,52;-;-;-;-;169.389,41;0;0;0;0;62.805,30;0;7.900,57;7.900,57;0;0;0;53.248,18;0;53.248,18;-;-;-;123.954,05;293.343,46;10.058,86;54.420,39;-;-;-;-;-;2.428,91;6.181,58;-;13.220,08;21.830,56;23.305,68;-;-;-;-;-;-;-;109.615,49;20.000,00;0;607,46;0;-;-;7.309,48;43.268,48;-;71.185,42;180.800,90;100;208,67;0;-;308,67;0;64.322,24;0;-;-;47.911,65;-;0;112.542,56;293.343,46
2018;890801339;-;5.328,29;-;-;5.328,29;0;65.895,48;-;-;-;65.895,48;-;0;774,6;-;0;0;774,6;-;-;-;-;-;97.687,88;97.687,88;-;-;-;-;169.686,25;0;0;0;0;65.767,65;0;6.159,20;6.159,20;0;0;79,06;0;0;79,06;-;-;-;72.005,90;241.692,15;0;79.317,29;-;-;-;-;-;3.445,92;4.003,31;466,15;0;7.915,38;24.990,89;-;-;-;-;-;-;-;112.223,56;0;0;706,93;0;-;-;9.302,66;0;-;10.009,59;122.233,15;100;208,67;0;-;308,67;0;59.766,80;0;-;-;59.383,53;-;0;119.459,00;241.692,15
2017;890801339;42,69;5.462,24;-;-;5.504,92;0;46.820,05;-;-;-;46.820,05;0;0;1.498,73;-;0;0;1.498,73;-;-;-;-;-;78.724,15;78.724,15;-;-;-;-;132.547,86;0;0;0;0;57.312,61;0;4.325,98;4.325,98;0;0;449,61;0;0;449,61;-;-;-;62.088,19;194.636,05;0;41.345,06;602,7;-;-;-;-;4.063,54;681,3;-;0;5.347,55;19.211,45;-;-;-;-;-;-;-;65.904,06;0;0;-;0;1.447,22;0;9.457,71;0;-;10.904,92;76.808,98;100;208,67;0;-;308,67;0;50.503,09;0;-;-;67.015,31;-;0;117.827,07;194.636,05
2016;890801339;-;11.726,93;-;-;11.726,93;0;30.661,90;-;-;-;30.661,90;-;0;0;-;0;479,36;479,36;-;-;-;-;-;73.317,06;73.317,06;-;-;-;-;116.185,24;0;0;0;0;42.980,61;0;10.674,05;10.674,05;307,07;0;0;0;0;0;-;-;-;53.961,73;170.146,97;0;31.245,48;-;-;-;-;-;4.263,46;964,4;-;319,04;5.546,90;15.126,57;-;-;-;-;-;-;-;51.918,95;0;0;1.615,28;0;-;-;8.049,38;0;-;9.664,66;61.583,61;100;208,67;0;-;308,67;0;38.020,62;0;-;-;70.234,07;-;0;108.563,36;170.146,97
2015;890801339;-;7.949,52;-;-;7.949,52;0;32.069,35;-;-;-;32.069,35;0;0;0;-;0;97,99;97,99;-;-;-;-;-;61.275,85;61.275,85;-;-;-;-;101.392,71;0;0;0;0;42.302,46;0;8.171,65;8.171,65;0;0;360,36;0;0;360,36;-;-;-;50.834,47;152.227,18;0;28.368,56;-;-;-;-;-;4.197,05;1.246,95;-;756,88;6.200,88;10.748,83;-;-;-;-;0;0;-;45.318,28;0;0;1.361,61;0;-;-;9.466,40;0;-;10.828,01;56.146,29;100;208,67;0;-;308,67;0;32.393,29;0;-;12.329,85;51.049,09;-;0;96.080,89;152.227,18
2014;890801339;17,06;2.915,39;1.150,86;999,12;5.082,42;0;33.401,29;0;0;89,38;33.311,92;0;462,8;3.383,92;54,61;-;96,07;3.997,40;2.726,63;759,83;14.372,97;30.136,16;0;6.252,41;54.247,99;0;0;0;0;96.639,72;0;-;-;0;4.495,87;-;-;0;11.953,16;-;-;-;-;0;0;36.767,23;36.767,23;53.216,26;149.855,98;0;28.914,61;924,39;1.676,19;0;0;0;359,88;-;427,52;0;3.387,99;8.808,00;3.711,21;1.168,34;0;460,35;185,08;645,44;0;46.635,58;0;0;0;0;0;1.590,52;0;0;0;1.590,52;48.226,09;100;-;-;0;100;208,67;8.738,48;23.946,65;0;12.480,91;19.387,95;36.767,23;-;101.629,89;149.855,98
2013;890801339;42,12;2.623,35;4.457,33;0;7.122,79;0;21.925,90;0;0;11,19;21.914,71;0;527,7;3.672,26;27,53;-;157,33;4.384,81;2.916,63;863,35;11.797,70;35.091,28;0;1.465,63;52.134,60;27,34;0;0;27,34;85.584,25;1,74;-;-;0;3.767,48;-;-;0;13.173,44;-;-;-;-;0;3,27;26.109,79;26.113,06;43.055,72;128.639,97;0;28.482,11;950,02;770,51;0;222,41;7,53;342,06;-;386,64;0;2.679,17;7.343,89;2.765,05;1.309,12;0;147,28;233,52;380,8;0;42.960,14;0;0;0;0;1.185,02;0;0;0;0;1.185,02;44.145,16;100;-;-;0;100;208,67;24.924,74;23.946,65;0;9.201,69;0;26.113,06;-;84.494,81;128.639,97
2012;890801339;49,12;6.277,58;3.526,50;0;9.853,21;0;23.827,36;0;0;107,07;23.720,29;0;245,8;251,1;64,24;-;283,69;844,83;2.919,23;722,53;14.904,05;25.426,55;0;1.171,72;45.144,08;0;0;0;0;79.562,41;1,74;-;-;0;4.258,37;-;-;0;14.526,92;-;-;-;-;0;3;25.954,09;25.957,09;44.744,12;124.306,53;0;21.322,39;651,51;810,77;0;514,55;10,22;427,1;-;293,14;0;2.707,29;11.793,49;3.241,15;1.372,50;0;83,64;67,89;151,53;0;40.588,34;0;0;0;799,18;1.781,86;0;0;0;0;2.581,04;43.169,39;100;-;-;0;100;208,67;8.738,48;23.946,65;0;22.186,26;0;25.957,09;-;81.137,15;124.306,53
2011;890801339;70,09;3.940,55;18.346,34;0;22.356,99;0;19.612,18;0;0;448,17;19.164,01;0;306,03;131;85,58;-;1.755,71;2.278,32;2.203,33;571,76;11.116,00;21.238,08;0;6.936,25;42.065,42;143,14;0;0;143,14;86.007,87;1,74;-;-;0;4.224,31;-;-;0;12.645,33;-;-;-;-;0;2,88;25.706,61;25.709,49;42.580,86;128.588,73;0;23.672,89;55,2;999,35;0;665,47;12,32;348,02;-;304,58;0;2.384,95;13.263,06;3.123,17;1.908,88;0;215,17;138,24;353,4;0;44.706,33;0;0;0;1.598,36;1.955,72;0;0;0;0;3.554,08;48.260,42;100;-;-;0;100;208,67;7.779,43;23.946,65;0;22.584,08;0;25.709,49;-;80.328,32;128.588,73
2010;890801339;93,26;2.184,04;5.162,29;0;7.439,59;0;18.793,78;0;0;3.894,45;14.899,33;0;115,92;127,49;124,91;-;285,2;653,53;1.805,96;862,77;10.703,78;22.585,78;0;1.157,18;37.115,47;0;0;0;0;60.107,92;825,55;-;-;0;3.881,23;-;-;0;9.225,57;-;-;-;-;0;2,91;25.237,27;25.240,18;39.172,52;99.280,43;0;14.602,38;21,18;839,44;0;459,35;10,46;245,5;-;275,19;0;1.851,11;10.825,93;2.762,84;1.383,02;0;0;142,47;142,47;0;31.567,74;0;0;0;0;2.137,77;0;0;0;0;2.137,77;33.705,51;100;-;-;0;100;208,67;3.144,55;23.946,65;0;12.934,88;0;25.240,17;-;65.574,92;99.280,43
2009;890801339;31,55;2.067,00;6.401,28;0;8.499,83;0;15.953,89;0;0;2.218,47;13.735,43;0;246,19;91,15;212,73;-;138,27;688,34;1.559,18;491,97;11.624,32;11.556,65;0;-1.438,21;23.793,91;0;0;0;0;46.717,51;1,81;-;-;2.092,76;3.174,79;-;-;0;7.321,93;-;-;-;-;0;2,84;25.954,03;25.956,86;38.548,16;85.265,66;10.828,53;6.390,41;10,94;476,05;0;315,52;9,17;309,93;-;320,92;0;1.442,52;4.969,03;2.978,04;1.993,82;0;0;64,97;64,97;0;28.667,32;0;0;0;0;2.241,61;0;0;0;0;2.241,61;30.908,93;100;-;-;0;100;208,67;778,77;23.946,65;0;3.365,77;0;25.956,87;-;54.356,73;85.265,66
2008;890801339;42,36;1.450,17;331,26;0;1.823,79;0;17.269,46;0;0;394;16.875,46;0;461,11;1.442,97;236,54;-;457,32;2.597,94;2.071,44;466,28;11.326,72;12.709,54;0;1.078,51;27.652,47;0;0;0;0;48.949,66;2,66;-;-;0;2.257,92;-;-;0;7.190,40;-;-;-;-;0;2,49;26.027,80;26.030,29;35.481,26;84.430,92;8.599,97;14.447,71;12,93;703,05;0;368,39;0;330,97;-;234,7;0;1.650,03;3.673,37;1.399,34;117,71;0;0;293,8;293,8;0;30.181,92;0;0;0;0;2.184,63;0;0;0;0;2.184,63;32.366,55;100;-;-;0;100;208,67;988,88;23.946,65;0;789,89;0;26.030,29;-;52.064,38;84.430,92
