BALANCE GENERAL;SECTOR;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;calzado;890913861;2.60;462.60;0.00;0.00;465.20;0.14;9968.08;0.00;0.00;83.24;9884.84;0.00;1041.96;0.00;0.00;0.00;0.00;1041.96;0.00;0.00;0.00;0.00;0.00;8871.14;8871.14;0.00;0.00;0.00;0.00;20263.28;0.00;0.00;0.00;0.00;19888.98;0.00;0.00;0.00;406.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20295.44;40558.72;1305.13;3689.39;1724.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1724.30;1205.32;548.19;0.00;0.00;0.00;781.35;781.35;0.00;9253.68;6434.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6434.13;15687.82;3000.00;0.00;0.00;0.00;3000.00;0.00;1500.00;3091.62;0.00;0.00;17279.29;0.00;0.00;24870.91;40558.72
2019;calzado;890913861;0.00;424.59;0.00;0.00;424.59;1393.58;10543.29;0.00;0.00;0.00;10543.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6905.78;6905.78;0.00;0.00;0.00;0.00;19267.24;0.00;0.00;0.00;0.00;19885.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19885.80;39153.04;1574.12;4960.42;0.00;0.00;0.00;0.00;0.00;663.23;0.00;0.00;362.17;1025.40;2434.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9994.09;5777.78;0.00;0.00;0.00;0.00;0.00;651.98;0.00;0.00;6429.76;16423.85;3000.00;0.00;0.00;0.00;3000.00;0.00;1500.00;2770.07;0.00;0.00;15459.12;0.00;0.00;22729.19;39153.04
2018;calzado;890913861;0.00;741.83;0.00;0.00;741.83;0.00;10468.63;0.00;0.00;0.00;10468.63;0.00;0.00;0.00;0.00;0.00;1553.33;1553.33;0.00;0.00;0.00;0.00;0.00;5496.98;5496.98;0.00;0.00;0.00;0.00;18260.76;0.00;0.00;0.00;0.00;20052.63;0.00;35.80;35.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20088.43;38349.19;1393.70;4934.62;0.00;0.00;0.00;0.00;0.00;672.54;0.00;0.00;412.01;1084.55;2462.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9875.38;6820.36;0.00;0.00;0.00;0.00;0.00;651.98;0.00;0.00;7472.33;17347.71;3000.00;0.00;0.00;0.00;3000.00;0.00;1500.00;3002.63;0.00;0.00;13498.85;0.00;0.00;21001.48;38349.19
2017;calzado;890913861;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2016;calzado;890913861;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2015;calzado;890913861;6.19;672.33;0.24;0.00;678.76;0.00;4541.56;0.00;0.00;0.00;4541.56;0.00;81.42;1293.05;4.59;0.00;32.43;1411.50;1519.10;1283.78;4523.50;0.00;0.00;30.44;7356.83;0.00;0.00;0.00;0.00;13988.64;0.00;0.00;0.00;0.00;6501.64;0.00;0.00;4340.92;0.00;0.00;0.00;0.00;0.00;27.80;0.00;9504.00;9504.00;20374.36;34363.00;541.00;2901.58;596.09;40.59;0.00;33.63;3.90;161.28;0.00;111.28;80.06;1026.82;1273.31;406.38;0.00;0.00;2355.23;0.00;2355.23;0.00;8504.32;6826.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6826.83;15331.15;3000.00;0.00;0.00;0.00;3000.00;0.00;1064.45;225.25;0.00;1761.40;3476.76;9504.00;0.00;19031.85;34363.00
2014;calzado;890913861;2.86;279.69;0.24;0.00;282.79;0.00;4539.92;0.00;0.00;0.00;4539.92;0.00;10.23;1228.19;34.45;0.00;32.22;1305.09;1531.11;915.48;3579.18;0.00;0.00;27.01;6052.79;2.27;5.38;0.00;7.65;12188.23;0.00;0.00;0.00;0.00;9542.44;0.00;0.00;845.12;0.00;0.00;0.00;0.00;0.00;27.80;0.00;9504.00;9504.00;19919.36;32107.59;846.30;3448.17;564.56;57.33;0.00;33.97;4.59;31.41;0.00;0.00;20.29;712.15;2104.63;392.10;0.00;0.00;42.98;0.00;42.98;0.00;7546.32;6257.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6257.71;13804.03;3000.00;0.00;0.00;0.00;3000.00;0.00;818.30;258.34;0.00;2461.49;2261.42;9504.00;0.00;18303.56;32107.59
2013;calzado;890913861;3.63;57.11;0.24;0.00;60.98;0.00;6895.23;0.00;0.00;0.00;6895.23;0.00;160.84;962.16;131.37;0.00;31.82;1286.19;1312.54;882.99;3753.56;0.00;0.00;1.66;5950.74;0.00;0.00;0.00;0.00;14193.13;0.00;0.00;0.00;0.00;9667.50;0.00;0.00;800.76;61.11;0.00;0.00;0.00;0.00;27.80;0.00;9504.00;9504.00;20061.16;34254.29;1297.59;5218.67;960.70;50.83;0.00;28.28;3.83;118.55;0.00;0.00;0.00;1162.19;1284.19;378.12;0.00;0.00;22.37;0.00;22.37;0.00;9363.13;8142.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8142.10;17505.23;3000.00;0.00;0.00;0.00;3000.00;0.00;714.11;365.35;0.00;1041.88;2123.73;9504.00;0.00;16749.07;34254.29
2012;calzado;890913861;1.36;323.27;0.24;0.00;324.88;0.00;4642.46;0.00;0.00;0.00;4642.46;8.07;135.63;942.99;47.54;0.00;0.00;1134.22;819.68;679.93;4645.54;0.00;0.00;18.26;6163.41;39.02;8.27;0.00;47.29;12312.26;0.00;0.00;0.00;0.00;7607.87;0.00;0.00;2972.74;0.00;0.00;0.00;0.00;0.00;27.80;0.00;4807.61;4807.61;15416.02;27728.27;4301.52;4068.30;589.84;40.73;0.00;52.15;1.17;143.01;0.00;0.00;0.00;826.90;507.76;289.23;0.00;0.00;97.29;0.00;97.29;0.00;10091.00;5919.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5919.47;16010.47;3000.00;0.00;0.00;0.00;3000.00;0.00;649.60;472.35;0.00;645.11;2143.13;4807.61;0.00;11717.80;27728.27
2011;calzado;890913861;1.35;112.20;0.24;0.00;113.79;0.00;4187.89;0.00;0.00;0.00;4187.89;0.64;91.23;738.96;34.61;0.00;22.10;887.54;1232.94;1198.29;4041.16;0.00;0.00;12.50;6484.89;34.48;40.85;0.00;75.33;11749.44;153.89;0.00;0.00;0.00;7622.92;0.00;0.00;2915.14;0.00;0.00;0.00;0.00;0.00;27.80;0.00;4807.61;4807.61;15527.35;27276.79;4425.80;3526.40;539.68;35.29;0.00;34.79;1.04;84.95;0.00;0.00;214.22;909.97;670.88;200.53;0.00;0.00;103.33;0.00;103.33;0.00;9836.91;5306.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5306.63;15143.53;3000.00;0.00;0.00;0.00;3000.00;0.00;585.62;1132.76;0.00;639.76;1967.51;4807.61;0.00;12133.26;27276.79
