BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;890504493;102,25;744,64;71,33;-;918,22;1,23;234,28;-;-;0;234,28;0;0;1.269,72;-;0;164,61;1.434,32;-;-;-;-;-;4.685,83;4.685,83;-;-;-;-;7.273,88;0;0;0;0;12.027,96;0;301,27;301,27;3,28;0;0;0;2.362,85;2.362,85;-;-;-;14.695,35;21.969,23;10,05;2.697,79;2.785,70;-;-;-;-;-;0;-;-;2.785,70;1.501,83;732,28;0;-;-;299,47;299,47;-;8.027,12;14.042,30;0;0;0;0;-;276,43;0;-;14.318,73;22.345,85;2.650,00;0;0;-;2.650,00;0;221,29;0;-;-;-3.247,91;-;0;-376,62;21.969,23
2019;890504493;-;1.224,98;-;-;1.224,98;2.362,85;955,23;-;-;-;955,23;-;0;1.284,68;-;0;0;1.284,68;-;-;-;-;-;6.615,42;6.615,42;-;-;-;-;12.443,15;0;0;0;0;10.628,70;0;198,56;198,56;0;0;0;0;0;0;-;-;-;10.827,26;23.270,41;1.352,59;5.627,74;-;-;-;-;-;0;0;-;1.553,27;1.553,27;1.822,19;-;-;-;-;-;-;-;10.355,79;11.555,31;0;0;0;-;-;390,97;0;-;11.946,28;22.302,07;2.650,00;0;0;-;2.650,00;0;221,29;0;-;-;-1.902,96;-;0;968,34;23.270,41
2018;890504493;-;2.290,25;-;-;2.290,25;0;2.256,56;-;-;-;2.256,56;-;0;0;-;0;0;0;-;-;-;-;-;8.040,12;8.040,12;-;-;-;-;12.586,93;0;0;0;0;4.828,62;0;9.070,92;9.070,92;0;0;0;299,22;0;299,22;-;-;-;14.198,75;26.785,68;1,08;4.311,32;-;-;-;-;-;1.236,68;0;-;50,69;1.287,37;1.630,02;-;-;-;-;-;-;-;7.229,79;0;0;0;0;-;-;455,07;12.876,31;-;13.331,39;20.561,18;2.650,00;0;0;-;2.650,00;0;221,29;0;-;-;3.353,21;-;0;6.224,50;26.785,68
2017;890504493;594,14;1.186,17;-;-;1.780,32;2,19;3.414,54;-;-;-;3.414,54;0;0;0;-;0;0;0;-;-;-;-;-;11.604,41;11.604,41;-;-;-;-;16.801,46;0;0;0;0;16.337,38;3.921,28;0;3.921,28;0;0;0;0;0;0;-;-;-;20.258,66;37.060,12;2.609,60;3.673,93;43,22;-;-;-;-;1.013,01;0;-;0;1.056,23;1.924,95;-;-;-;-;-;-;-;9.264,71;16.284,58;0;-;0;0;0;0;0;-;16.284,58;25.549,29;2.650,00;0;0;-;2.650,00;0;221,29;0;-;-;8.639,53;-;0;11.510,83;37.060,12
2016;890504493;-;868,32;-;-;868,32;182,92;1.456,03;-;-;-;1.456,03;-;0;4.015,64;-;0;0;4.015,64;-;-;-;-;-;7.152,59;7.152,59;-;-;-;-;13.675,51;0;0;0;0;25.523,94;0;332,06;332,06;0;0;0;0;0;0;-;-;-;25.856,00;39.531,51;2.849,82;4.789,65;-;-;-;-;-;1.014,56;0;-;973,51;1.988,07;988,27;-;-;-;-;-;-;-;10.615,80;21.955,79;0;0;0;-;-;0;0;-;21.955,79;32.571,60;2.650,00;0;0;-;2.650,00;0;221,21;0;-;-;4.088,71;-;0;6.959,92;39.531,51
2015;890504493;253,44;67,72;0;0;321,16;1,13;270,61;0;0;18,52;252,1;0;935,22;587,12;749,85;-;2.372,16;4.644,35;1.225,61;545,21;8.644,34;6.658,26;0;0;17.073,42;0;0;0;0;22.292,16;0;-;-;0;4.971,13;-;-;9.022,36;5.165,46;-;-;-;-;0;0;3.921,28;3.921,28;23.080,24;45.372,39;6.035,17;3.276,84;1.117,71;84,24;0;1,19;6,44;866,65;-;135,36;0;2.211,58;1.092,09;1.003,39;0;0;121,4;0;121,4;0;13.740,46;22.456,27;0;0;0;0;0;0;0;0;22.456,27;36.196,72;2.500,00;-;-;0;2.500,00;0;208,58;1.333,41;0;212,46;999,93;3.921,28;-;9.175,67;45.372,39
2014;890504493;310,07;799,93;0;0;1.110,00;75,77;204,77;0;0;18,52;186,25;0;859,9;435,53;598,79;-;1.639,08;3.533,29;921,78;556,81;6.494,89;1.241,05;0;0;9.214,53;0;0;0;0;14.119,84;1,13;-;-;0;4.114,44;-;-;6.038,18;4.276,62;-;-;-;-;0;0;2.667,84;2.667,84;17.098,20;31.218,04;3.392,91;1.136,07;472,98;43,24;0;2,82;2,25;635,49;-;101,91;0;1.258,69;821,73;838,69;0;0;7,76;0;7,76;0;7.455,85;15.820,05;0;1.710,83;0;0;0;0;0;0;17.530,88;24.986,73;1.000,00;-;-;0;1.000,00;0;183,77;1.333,41;0;333,12;713,18;2.667,84;-;6.231,32;31.218,04
2013;890504493;194,76;386,12;0;0;580,87;69,61;172,68;0;0;12,22;160,46;0;20,07;320,91;480,25;-;837,73;1.658,96;650,74;202,56;6.002,17;540,07;0;0;7.395,54;0;0;0;0;9.865,44;1,44;-;-;0;3.833,61;-;-;4.963,32;2.977,65;-;-;-;-;0;0;2.523,26;2.523,26;14.299,28;24.164,71;2.565,11;691,91;630,41;23,34;0;10,05;2,02;590,06;-;70;0;1.325,87;862,7;435,65;0;0;20,15;0;20,15;0;5.901,39;10.126,98;0;2.318,10;0;0;0;0;0;0;12.445,09;18.346,48;1.000,00;-;-;0;1.000,00;0;148,62;1.333,41;0;351,45;461,49;2.523,26;-;5.818,24;24.164,71
2012;890504493;211,02;200,21;2,11;0;413,34;0;82,83;0;0;6,11;76,72;0;27,32;235,03;705,02;-;941,6;1.908,96;663,37;237,15;6.435,68;464,24;0;0;7.800,43;0;0;0;0;10.199,45;1,44;-;-;0;2.947,93;-;-;4.875,41;2.076,16;-;-;-;-;0;0;2.523,26;2.523,26;12.424,19;22.623,64;2.591,88;1.440,81;607,62;32,05;0;57,01;2,27;836,71;-;48,26;0;1.583,92;624,63;333,63;0;0;6,52;0;6,52;0;6.581,40;10.187,31;0;387,44;0;0;0;0;0;0;10.574,75;17.156,15;1.000,00;-;-;0;1.000,00;0;135,82;1.333,41;0;128;347;2.523,26;-;5.467,49;22.623,64
2011;890504493;310,75;222,61;8,77;0;542,13;0;269,06;0;0;0;269,06;0;95,07;198,81;524,77;-;1.612,96;2.431,62;580,49;85,76;4.240,65;800,21;0;0;5.707,11;8,37;0;0;8,37;8.958,28;1,44;-;-;236,84;3.093,22;-;-;2.665,15;1.219,32;-;-;-;-;0;0;2.079,50;2.079,50;9.295,47;18.253,75;2.577,49;1.624,66;240,11;37,53;0;61,3;1,51;565,24;-;48,05;0;953,73;522,74;244,22;0;0;264,8;0;264,8;0;6.187,63;6.593,48;0;513,86;0;0;0;0;0;0;7.107,34;13.294,97;1.000,00;-;-;0;1.000,00;0;134,47;1.363,44;0;46,52;334,85;2.079,50;-;4.958,78;18.253,75
