BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;860069040;4,37;700,21;0;-;704,58;0;3.038,25;-;-;0;3.038,25;0;0;454,19;-;0;970,37;1.424,56;-;-;-;-;-;10.165,77;10.165,77;-;-;-;-;15.333,15;0;0;4.688,76;4.688,76;6.306,34;0;0;0;131,49;0;0;0;700;700;-;-;-;11.826,58;27.159,73;3.815,85;6.128,88;0;-;-;-;-;-;0;-;-;0;275,61;387,31;0;-;-;268,95;268,95;-;10.876,60;3.565,04;698,27;198,87;0;0;-;1.304,68;0;-;5.766,85;16.643,45;2.812,15;0;0;-;2.812,15;0;10.593,22;0;-;-;-2.889,09;-;0;10.516,28;27.159,73
2019;860069040;-;653,72;-;-;653,72;9,23;6.238,73;-;-;-;6.238,73;-;0;1.159,40;-;0;0;1.159,40;-;-;-;-;-;11.988,92;11.988,92;-;-;-;-;20.050,00;0;0;3.725,38;3.725,38;6.261,30;0;0;0;78,68;0;0;700;0;700;-;-;-;10.765,36;30.815,37;4.620,00;8.051,38;-;-;-;-;-;634,16;0;-;870,77;1.504,93;2.674,87;-;-;-;-;-;-;-;16.851,18;1.114,53;0;198,87;0;-;-;1.238,90;0;-;2.552,30;19.403,49;2.812,15;0;0;-;2.812,15;0;9.731,76;0;-;-;-1.132,03;-;0;11.411,88;30.815,37
2018;860069040;-;323,4;-;-;323,4;17,23;5.694,19;-;-;-;5.694,19;-;0;947,81;-;0;0;947,81;-;-;-;-;-;11.811,70;11.811,70;-;-;-;-;18.794,33;0;0;3.565,43;3.565,43;6.470,60;0;0;0;135,11;0;0;700;0;700;-;-;-;10.871,14;29.665,47;3.886,98;8.713,30;-;-;-;-;-;498,85;0;-;847,64;1.346,49;1.795,11;-;-;-;-;-;-;-;15.741,88;1.963,41;0;198,87;0;-;-;1.210,89;0;-;3.373,17;19.115,05;2.812,15;0;0;-;2.812,15;0;9.282,91;0;-;-;-1.544,64;-;0;10.550,42;29.665,47
2017;860069040;8,03;112,04;-;-;120,07;0;5.731,09;-;-;-;5.731,09;0;12,12;681,93;-;0;0;694,05;-;-;-;-;-;9.168,79;9.168,79;-;-;-;-;15.714,00;0;0;3.498,70;3.498,70;6.735,86;0;0;0;67,99;0;0;710;0;710;-;-;-;11.012,54;26.726,54;2.482,30;6.914,03;385,28;-;-;-;-;603,5;0;-;0;988,78;1.057,82;-;-;-;-;-;-;-;11.442,93;3.928,20;0;-;0;0;198,87;1.054,96;0;-;5.182,03;16.624,96;2.812,15;0;0;-;2.812,15;0;8.986,47;0;-;-;-1.697,05;-;0;10.101,58;26.726,54
2016;860069040;-;1.023,59;-;-;1.023,59;2,95;4.263,34;-;-;-;4.263,34;-;0;530,14;-;0;0;530,14;-;-;-;-;-;10.188,17;10.188,17;-;-;-;-;16.008,18;10;0;3.242,93;3.242,93;6.964,79;0;0;0;154,21;0;0;700;0;700;-;-;-;11.071,93;27.080,11;3.651,23;6.609,96;-;-;-;-;-;405,9;0;-;129,21;535,12;272,71;-;-;-;-;-;-;-;11.069,02;5.300,31;0;198,87;0;-;-;706,78;0;-;6.205,96;17.274,98;2.812,15;0;0;-;2.812,15;0;8.199,55;0;-;-;-1.206,57;-;0;9.805,13;27.080,11
2015;860069040;3,03;274,63;0;0;277,66;82,09;5.469,38;0;263,82;276,91;5.456,30;36,58;301,03;948,29;14,71;-;1.742,43;3.043,03;2.142,48;424,34;5.915,50;1.332,78;119,13;146,21;10.080,44;0;93,59;0;93,59;19.033,11;704,47;-;-;7.515,57;1.264,99;-;-;3.151,74;0;-;-;-;-;0;0;1.695,99;1.695,99;14.332,76;33.365,87;11.017,72;4.889,91;1.717,51;30,49;0;0;0;68,27;-;17,55;0;1.833,81;853,31;489,87;238,7;0;846,7;5,84;852,55;0;20.175,86;945,5;0;0;0;0;0;0;0;0;945,5;21.121,35;2.812,15;-;-;0;2.812,15;0;9.651,53;0;0;-1.915,15;0;1.695,99;-;12.244,52;33.365,87
2014;860069040;0,36;780,32;150,32;0;931;21,45;9.097,15;0;0;103,02;8.994,12;0;311,06;1.061,95;2,83;-;616,84;1.992,67;3.005,46;599;3.794,34;139,2;79,74;230,41;7.848,14;21,09;62,15;0;83,24;19.870,62;704,47;-;-;7.381,59;1.394,51;-;-;3.611,99;46,08;-;-;-;-;0;0;666,56;666,56;13.805,20;33.675,83;7.679,49;5.117,85;606,97;37,21;0;0;0;77,81;-;109,76;0;831,76;660,91;370,66;1.298,56;0;657,67;5,84;663,51;0;16.622,74;4.458,96;0;3.607,72;0;0;0;0;0;0;8.066,68;24.689,42;2.619,48;-;-;0;2.619,48;0;4.537,25;0;0;1.163,11;0;666,56;-;8.986,40;33.675,83
2013;860069040;1,21;813,37;42,81;0;857,38;69,03;9.795,99;0;0;156,95;9.639,04;0;258,14;1.291,20;28,62;-;510,47;2.088,42;2.775,87;582,63;3.164,08;192,41;68,5;73,79;6.857,27;4,18;62,82;0;67;19.578,14;704,47;-;-;6.450,02;1.686,86;-;-;4.072,24;111,71;-;-;-;-;0;0;550,68;550,68;13.575,98;33.154,12;8.516,40;5.145,14;780,74;22,83;0;0;0;87,6;-;155,01;3.609,82;4.656,00;841,01;352,54;1.346,12;0;652,97;51,4;704,37;0;21.561,58;3.885,12;0;0;0;0;0;0;0;0;3.885,12;25.446,70;2.619,48;-;-;0;2.619,48;0;2.593,22;0;0;1.944,03;0;550,68;-;7.707,42;33.154,12
2012;860069040;2,51;464,74;486,3;0;953,55;15,65;9.126,12;0;0;702,27;8.423,85;0;107,83;1.106,29;39,83;-;900,16;2.154,11;2.414,50;721,91;1.991,87;227,49;67,85;156,14;5.579,77;8,42;0;0;8,42;17.135,34;704,47;-;-;2.093,74;4.962,20;-;-;718,67;7,66;-;-;-;-;0;0;435,57;435,57;8.922,31;26.057,65;6.067,20;3.324,72;387,68;44,83;0;0;0;93,18;-;282,66;161,82;970,17;818,17;308,79;1.601,71;0;119,67;0;119,67;0;13.210,42;3.647,22;0;0;103,74;0;0;0;0;0;3.750,97;16.961,39;2.619,48;-;-;0;2.619,48;0;4.572,62;0;0;1.468,59;0;435,57;-;9.096,26;26.057,65
2011;860069040;31,52;874,22;680,64;0;1.586,37;30,76;8.144,02;0;0;524,93;7.619,09;0;43,15;1.046,20;36,22;-;320,25;1.445,82;2.001,91;305,71;2.475,52;199,02;54,07;135,91;5.172,14;35,25;4;0;39,25;15.893,43;710;-;-;1.435,50;1.581,27;-;-;806,67;22,46;-;-;-;-;0;0;673,01;673,01;5.228,90;21.122,33;2.336,98;3.715,77;840,06;45,21;0;0;0;76,03;-;423,61;664,15;2.049,06;166,43;295,67;1.162,74;0;50,74;0;50,74;0;9.777,40;1.772,33;0;0;207,49;0;0;0;0;0;1.979,81;11.757,21;2.619,48;-;-;0;2.619,48;0;3.288,99;0;0;2.783,64;0;673,01;-;9.365,11;21.122,33
