BALANCE GENERAL;SECTOR;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;calzado;860033182;3.72;297.98;0.00;0.00;301.70;0.00;307.03;0.00;0.00;0.00;307.03;0.00;0.00;127.68;0.00;0.00;0.00;127.68;0.00;0.00;0.00;0.00;0.00;3184.50;3184.50;0.00;0.00;0.00;0.00;3920.90;0.00;0.00;0.00;0.00;4056.30;0.00;0.00;0.00;1561.51;0.00;0.00;0.00;6.96;6.96;0.00;0.00;0.00;5624.77;9545.67;336.43;1582.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1042.79;254.95;108.47;0.00;0.00;460.00;460.00;0.00;3785.51;2056.90;733.84;20.00;0.00;0.00;0.00;409.40;170.80;0.00;3390.94;7176.45;3800.00;0.00;0.00;0.00;3800.00;0.00;708.31;0.00;0.00;0.00;2139.09;0.00;0.00;2369.22;9545.67
2019;calzado;860033182;0.00;535.19;0.00;0.00;535.19;0.00;784.98;0.00;0.00;0.00;784.98;0.00;0.00;54.06;0.00;0.00;0.00;54.06;0.00;0.00;0.00;0.00;0.00;3389.31;3389.31;0.00;0.00;0.00;0.00;4763.53;0.00;0.00;0.00;0.00;4243.94;0.00;0.00;0.00;1276.97;0.00;0.00;15.04;0.00;15.04;0.00;0.00;0.00;5535.96;10299.49;0.00;6850.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6850.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6850.27;3800.00;0.00;0.00;0.00;3800.00;0.00;708.31;890.11;0.00;0.00;1949.20;0.00;0.00;3449.22;10299.49
2018;calzado;860033182;0.00;300.55;0.00;0.00;300.55;0.00;544.59;0.00;0.00;0.00;544.59;0.00;0.00;213.98;0.00;0.00;0.00;213.98;0.00;0.00;0.00;0.00;0.00;4074.45;4074.45;0.00;0.00;0.00;0.00;5133.58;15.30;0.00;0.00;0.00;4406.55;0.00;0.00;0.00;0.00;0.00;1174.04;0.00;0.00;1174.04;0.00;0.00;0.00;5595.90;10729.47;512.14;1902.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2414.44;2830.00;1078.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3908.87;6323.30;3800.00;0.00;0.00;0.00;3800.00;0.00;708.31;0.00;0.00;0.00;102.14;0.00;0.00;4406.17;10729.47
2017;calzado;860033182;0.00;275.59;0.00;0.00;275.59;0.00;795.60;0.00;0.00;0.00;795.60;0.00;0.00;467.14;0.00;0.00;0.00;467.14;0.00;0.00;0.00;0.00;0.00;5106.29;5106.29;0.00;0.00;0.00;0.00;6644.62;14.62;0.00;0.00;0.00;4551.06;0.00;0.00;0.00;1017.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5583.52;12228.13;212.14;2145.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2357.18;3255.39;1110.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4366.14;6723.33;3800.00;0.00;0.00;0.00;3800.00;0.00;708.31;0.00;0.00;0.00;996.49;0.00;0.00;5504.81;12228.13
2016;calzado;860033182;0.00;125.27;0.00;0.00;125.27;298.72;803.57;0.00;0.00;0.00;803.57;0.00;0.00;318.42;0.00;0.00;0.00;318.42;0.00;0.00;0.00;0.00;0.00;5961.52;5961.52;0.00;0.00;0.00;0.00;7507.50;21.26;0.00;0.00;0.00;4090.42;0.00;0.00;0.00;636.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4748.02;12255.52;207.94;2391.74;0.00;0.00;0.00;0.00;0.00;196.49;0.00;0.00;0.00;196.49;398.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3194.35;1818.04;0.00;0.00;0.00;0.00;0.00;652.46;0.00;0.00;2470.49;5664.84;3800.00;0.00;0.00;0.00;3800.00;0.00;708.31;0.00;0.00;0.00;2082.38;0.00;0.00;6590.69;12255.52
2015;calzado;860033182;5.33;330.59;104.35;0.00;440.27;0.00;1695.35;0.00;0.00;27.85;1667.50;3.79;149.29;305.30;6.66;0.00;357.55;822.58;739.77;30.54;1894.35;3417.97;7.80;19.66;6110.08;0.00;0.00;0.00;0.00;9040.43;0.00;0.00;0.00;0.00;397.55;0.00;0.00;0.00;9.18;0.00;0.00;0.00;0.00;0.00;0.00;943.04;943.04;1349.77;10390.20;252.34;1396.29;289.65;24.43;162.57;1.89;0.94;80.46;0.00;49.56;70.00;679.52;439.82;174.03;0.00;0.00;1.41;0.00;1.41;0.00;2943.41;989.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;989.15;3932.57;0.00;0.00;0.00;1800.00;1800.00;0.00;709.41;0.00;0.00;262.86;2742.32;943.04;0.00;6457.63;10390.20
2014;calzado;860033182;9.20;202.63;0.68;0.00;212.50;0.00;2458.48;0.00;0.00;27.85;2430.63;2.50;96.67;208.66;15.82;0.00;83.92;407.56;872.36;37.04;5129.76;0.00;9.41;31.79;6080.36;24.05;0.00;0.00;24.05;9155.10;0.00;0.00;0.00;0.00;413.26;0.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;943.04;943.04;1376.30;10531.39;560.48;1291.52;313.23;21.19;0.00;0.05;0.91;56.85;0.00;54.14;70.31;516.68;348.12;141.88;0.00;0.00;0.00;5.07;5.07;0.00;2863.76;1449.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1449.37;4313.13;0.00;0.00;0.00;1800.00;1800.00;0.00;700.42;23.50;0.00;89.93;2661.39;943.04;0.00;6218.27;10531.39
2013;calzado;860033182;6.15;115.12;163.26;0.00;284.52;0.00;1556.99;0.00;0.00;27.85;1529.14;0.00;178.46;210.44;13.35;0.00;81.40;483.65;739.55;62.54;1777.05;2651.06;4.02;37.52;5271.73;54.01;0.00;0.00;54.01;7623.05;0.00;0.00;0.00;0.00;346.13;0.00;0.00;0.00;111.36;0.00;0.00;0.00;0.00;0.00;0.00;943.04;943.04;1400.53;9023.58;469.57;1387.84;164.00;20.93;0.00;2.57;1.84;67.08;0.00;65.80;30.31;352.53;441.66;100.34;0.00;0.00;23.30;0.00;23.30;0.00;2775.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2775.24;0.00;0.00;0.00;1800.00;1800.00;0.00;650.25;23.50;0.00;501.68;2329.88;943.04;0.00;6248.34;9023.58
2012;calzado;860033182;5.57;412.15;74.14;24.95;516.81;0.00;870.25;0.00;0.00;27.85;842.40;0.00;199.82;306.10;13.07;0.00;49.07;568.05;360.66;62.54;1723.60;2319.16;4.02;37.52;4507.49;36.01;0.00;0.00;36.01;6470.76;0.00;0.00;0.00;0.00;351.73;0.00;0.00;0.00;232.67;0.00;0.00;0.00;0.00;0.00;0.00;943.04;943.04;1527.44;7998.20;187.23;711.39;299.52;10.90;0.00;15.88;0.78;83.08;0.00;57.60;0.00;467.75;571.24;133.47;0.00;0.00;7.17;0.00;7.17;0.00;2078.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2078.26;0.00;0.00;0.00;1800.00;1800.00;0.00;612.31;76.77;0.00;379.42;2108.40;943.04;0.00;5919.94;7998.20
2011;calzado;860033182;4.99;276.40;245.34;0.90;527.63;510.00;1286.92;0.00;0.00;27.85;1259.06;0.00;186.81;321.35;10.76;0.00;38.86;557.78;809.90;17.36;1408.60;1698.39;4.43;3.72;3934.97;13.65;0.00;0.00;13.65;6803.08;0.00;0.00;0.00;0.00;312.54;0.00;0.00;0.00;151.08;0.00;0.00;0.00;0.00;0.00;0.00;943.04;943.04;1406.66;8209.74;386.60;662.14;84.27;21.03;0.00;2.86;0.79;66.53;0.00;47.40;0.00;222.88;861.17;124.65;0.00;0.00;3.78;0.00;3.78;0.00;2261.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2261.22;0.00;0.00;0.00;1800.00;1800.00;0.00;497.73;76.77;0.00;1145.79;1485.19;943.04;0.00;5948.52;8209.74
