BALANCE GENERAL;sector;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020.00;educacion;800216673.00;163.58;207.94;0.00;0.00;371.52;223.47;3819.46;0.00;0.00;1908.78;1910.68;0.00;408.18;593.52;0.00;0.00;8850.39;9852.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12357.76;16903.03;0.00;0.00;0.00;28641.86;0.00;98.78;98.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;45643.67;58001.43;1591.01;488.12;213.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;213.05;473.08;606.29;0.00;0.00;0.00;0.00;0.00;0.00;3371.55;1060.67;0.00;0.00;0.00;0.00;0.00;3049.32;1407.21;0.00;5517.20;8888.74;2660.00;0.00;0.00;0.00;2660.00;0.00;1061.11;0.00;0.00;0.00;45391.58;0.00;0.00;49112.69;58001.43
2019.00;educacion;800216673.00;0.00;1792.48;0.00;0.00;1792.48;3854.40;1412.24;0.00;0.00;0.00;1412.24;0.00;0.00;661.51;0.00;0.00;656.12;1317.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8376.74;16903.03;0.00;0.00;0.00;29673.18;0.00;114.05;114.05;430.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;47120.67;55497.41;931.45;1545.61;0.00;0.00;0.00;0.00;0.00;349.66;0.00;0.00;0.00;349.66;929.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3756.63;620.97;0.00;35.06;0.00;0.00;0.00;3245.13;2477.79;0.00;6378.95;10135.58;2540.00;0.00;0.00;0.00;2540.00;0.00;1061.11;0.00;0.00;0.00;41760.72;0.00;0.00;45361.83;55497.41
2018.00;educacion;800216673.00;0.00;3531.96;0.00;0.00;3531.96;3838.24;1511.07;0.00;0.00;0.00;1511.07;0.00;0.00;620.44;0.00;0.00;66.54;686.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9568.25;16068.15;0.00;0.00;0.00;31282.57;0.00;124.13;124.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;47474.84;57043.09;2445.58;1628.41;0.00;0.00;0.00;0.00;0.00;265.58;0.00;0.00;0.00;265.58;1599.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5939.51;0.00;0.00;0.00;0.00;0.00;0.00;3075.81;3767.67;0.00;6843.48;12782.99;2540.00;0.00;0.00;0.00;2540.00;0.00;1061.11;739.78;0.00;0.00;39919.21;0.00;0.00;44260.10;57043.09
2017.00;educacion;800216673.00;143.86;1473.98;0.00;0.00;1617.83;543.64;1806.40;0.00;0.00;0.00;1806.40;0.00;4230.87;659.35;0.00;0.00;53.83;4944.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8911.92;17668.15;0.00;0.00;0.00;31308.44;0.00;85.73;85.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49062.31;57974.24;874.00;4596.10;0.00;0.00;0.00;0.00;0.00;288.84;0.00;0.00;0.00;288.84;795.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6554.29;1429.55;0.00;0.00;3010.00;13.53;16.21;0.00;3430.33;0.00;7899.63;14453.92;2540.00;0.00;0.00;0.00;2540.00;0.00;1061.11;0.00;0.00;0.00;39919.21;0.00;0.00;43520.32;57974.24
2016.00;educacion;800216673.00;0.00;1564.39;0.00;0.00;1564.39;5510.01;2884.10;0.00;0.00;0.00;2884.10;0.00;0.00;252.26;0.00;0.00;72.99;325.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10283.75;16830.16;0.00;0.00;0.00;32502.63;0.00;206.00;206.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49538.78;59822.53;1604.03;6339.17;0.00;0.00;0.00;0.00;0.00;314.24;0.00;0.00;0.00;314.24;816.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9073.75;2404.04;0.00;70.47;2172.42;0.00;0.00;0.00;3296.02;0.00;7942.95;17016.70;2540.00;0.00;0.00;0.00;2540.00;0.00;1061.11;0.00;0.00;0.00;39204.73;0.00;0.00;42805.84;59822.53
2015.00;educacion;800216673.00;290.15;2153.82;151.12;0.00;2595.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;252.26;40.68;0.00;756.24;1049.19;0.00;0.00;0.00;2.62;0.00;0.00;2.62;0.00;0.00;0.00;0.00;3646.89;5319.42;0.00;0.00;0.00;15892.25;0.00;0.00;42.71;580.47;0.00;0.00;0.00;0.00;0.00;0.00;6494.93;6494.93;28329.78;31976.67;151.74;0.00;350.04;29.13;0.00;0.00;4.12;30.21;0.00;42.48;0.00;455.98;395.31;204.80;0.00;0.00;0.00;741.47;741.47;0.00;1949.31;3086.44;0.00;3500.29;0.00;0.00;0.00;2033.40;0.00;0.00;8620.13;10569.44;2540.00;0.00;0.00;0.00;2540.00;1200.37;916.83;96.92;0.00;680.29;9473.83;6499.00;0.00;21407.23;31976.67
2014.00;educacion;800216673.00;171.93;1443.02;143.01;0.00;1757.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;506.72;594.95;51.11;0.00;3463.59;4616.36;0.00;0.00;0.00;0.36;0.00;0.00;0.36;0.00;0.00;0.00;0.00;6374.67;447.01;0.00;0.00;0.00;12925.03;0.00;0.00;159.95;849.56;0.00;0.00;0.00;0.00;1909.83;0.00;6494.93;6494.93;22786.30;29160.98;3405.10;0.00;511.76;29.29;0.00;0.00;0.00;20.40;0.00;666.13;0.00;1227.58;1218.72;154.73;0.00;3246.24;382.03;0.00;382.03;0.00;9634.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9634.40;2540.00;0.00;0.00;0.00;2540.00;0.00;916.83;96.92;0.00;4709.82;4764.01;6499.00;0.00;19526.58;29160.98
2013.00;educacion;800216673.00;364.50;1331.34;0.00;0.00;1695.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;669.28;493.55;10.97;0.00;77.01;1250.80;0.00;0.00;0.00;108.01;0.00;0.00;108.01;0.00;0.00;0.00;0.00;3054.65;447.01;0.00;0.00;0.00;10789.34;0.00;0.00;279.89;1320.83;0.00;0.00;0.00;0.00;621.00;0.00;6494.93;6494.93;19952.99;23007.64;3158.94;33.98;2399.22;28.98;2.36;0.00;0.00;21.25;0.00;161.58;0.00;2613.39;512.76;123.39;0.00;1643.42;105.01;0.00;105.01;0.00;8190.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8190.89;2540.00;0.00;0.00;0.00;2540.00;0.00;448.24;96.92;0.00;618.31;4614.29;6499.00;0.00;14816.75;23007.64
2012.00;educacion;800216673.00;115.70;1277.56;0.00;0.00;1393.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1239.41;439.39;34.51;0.00;338.78;2052.09;0.00;0.00;0.00;178.52;0.00;0.00;178.52;0.00;0.00;0.00;0.00;3623.87;447.01;0.00;0.00;0.00;6577.28;0.00;0.00;20.78;1744.99;0.00;0.00;0.00;0.00;0.00;0.00;6494.93;6494.93;15284.99;18908.85;811.37;1185.07;0.00;0.00;2.36;0.00;0.00;75.87;0.00;377.60;0.00;455.83;608.88;76.45;0.00;1576.88;0.00;0.00;0.00;0.00;4714.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4714.48;2540.00;0.00;0.00;0.00;2540.00;0.00;386.41;96.92;0.00;1042.76;3633.36;6494.93;0.00;14194.37;18908.85
2011.00;educacion;800216673.00;49.89;997.68;0.00;0.00;1047.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1848.15;348.29;51.45;0.00;252.86;2500.76;0.00;0.00;0.00;138.03;0.00;0.00;138.03;0.00;0.00;0.00;0.00;3686.35;447.01;0.00;0.00;0.00;5602.66;0.00;0.00;41.82;767.16;0.00;0.00;0.00;0.00;0.00;0.00;6354.18;6354.18;13212.83;16899.18;800.00;833.64;43.06;30.18;2.36;0.00;2.21;48.25;0.00;49.61;0.00;175.66;759.42;89.48;0.00;1170.96;59.16;0.00;59.16;0.00;3888.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3888.32;2540.00;0.00;0.00;0.00;2540.00;0.00;282.13;96.92;0.00;1029.83;2707.80;6354.18;0.00;13010.86;16899.18
2010.00;educacion;800216673.00;36.92;840.33;0.00;150.00;1027.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1232.80;314.50;44.64;0.00;375.48;1967.43;0.00;0.00;0.00;118.37;25.04;0.00;143.41;0.00;0.00;0.00;0.00;3138.09;0.00;0.00;0.00;0.00;3286.40;0.00;0.00;48.48;1751.57;0.00;0.00;0.00;0.00;0.00;0.00;2506.64;2506.64;7593.08;10731.17;0.00;0.00;89.60;24.68;0.00;0.00;1.41;44.71;0.00;466.29;0.00;626.69;507.02;87.58;0.00;0.00;0.00;0.00;0.00;0.00;1221.29;1183.34;804.22;0.00;0.00;0.00;0.00;0.00;905.53;0.00;2893.09;4114.38;900.00;0.00;0.00;0.00;900.00;0.00;179.15;220.22;0.00;959.20;1851.59;2506.64;0.00;6616.79;10731.17
2009.00;educacion;800216673.00;93.25;1095.71;12.56;0.00;1201.51;0.00;0.00;0.00;33.28;0.00;33.28;0.00;317.64;226.83;49.32;0.00;60.00;653.78;0.00;0.00;0.00;84.54;0.00;21.21;105.75;0.00;0.00;0.00;0.00;1994.32;0.00;0.00;0.00;0.00;2959.41;0.00;0.00;83.66;1909.04;0.00;0.00;0.00;0.00;0.00;0.00;2429.62;2429.62;7381.73;9376.05;0.00;0.00;166.17;12.19;0.00;0.00;1.80;32.12;0.00;43.72;0.00;255.99;536.16;55.46;0.00;0.00;0.00;0.00;0.00;0.00;847.62;150.00;0.00;576.69;0.00;0.00;0.00;0.00;711.04;0.00;1437.73;2285.35;900.00;0.00;0.00;0.00;900.00;0.00;1.37;220.22;0.00;670.98;2868.51;2429.62;0.00;7090.70;9376.05
2008.00;educacion;800216673.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2007.00;educacion;800216673.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2006.00;educacion;800216673.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
