BALANCE GENERAL;sector;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020.00;educacion;830111206.00;3.47;4297.84;0.00;0.00;4301.31;15256.60;597.82;0.00;0.00;405.00;192.82;0.00;0.00;0.00;0.00;0.00;873.63;873.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20624.36;0.00;0.00;0.00;0.00;4129.13;0.00;1303.82;1303.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5432.96;26057.32;1913.38;5748.41;57.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;57.46;207.20;182.99;0.00;0.00;0.00;3210.57;3210.57;0.00;11320.02;7026.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7026.69;18346.71;302.00;4314.47;0.00;0.00;4616.47;6.84;150.00;0.00;0.00;0.00;2937.30;0.00;0.00;7710.61;26057.32
2019.00;educacion;830111206.00;0.00;9596.56;0.00;0.00;9596.56;0.00;1146.94;0.00;0.00;0.00;1146.94;0.00;0.00;153.25;0.00;0.00;0.00;153.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10896.75;0.00;0.00;0.00;0.00;4431.96;0.00;1303.83;1303.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5735.78;16632.53;320.86;10978.79;0.00;0.00;0.00;0.00;0.00;181.92;0.00;0.00;2800.53;2982.44;8.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14290.44;338.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;338.28;14628.72;300.00;0.00;0.00;0.00;300.00;6.84;150.00;0.00;0.00;0.00;1546.96;0.00;0.00;2003.81;16632.53
2018.00;educacion;830111206.00;0.00;6932.12;0.00;0.00;6932.12;0.00;1294.36;0.00;0.00;0.00;1294.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8226.48;0.00;0.00;0.00;0.00;4735.79;0.00;1303.83;1303.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6039.61;14266.09;620.86;7017.63;0.00;0.00;0.00;0.00;0.00;111.20;0.00;0.00;2369.74;2480.94;13.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10132.50;547.80;0.00;0.00;0.00;0.00;0.00;0.00;2452.84;0.00;3000.64;13133.14;300.00;0.00;0.00;0.00;300.00;6.84;150.00;0.00;0.00;0.00;676.11;0.00;0.00;1132.95;14266.09
2017.00;educacion;830111206.00;4.07;1363.57;0.00;0.00;1367.64;4016.60;884.96;0.00;0.00;0.00;884.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6269.19;0.00;0.00;0.00;0.00;4911.51;0.00;721.83;721.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5633.33;11902.53;474.50;3945.58;2317.85;0.00;0.00;0.00;0.00;95.67;0.00;0.00;0.00;2413.52;37.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6871.20;607.54;0.00;0.00;0.00;0.00;0.00;0.00;1154.19;0.00;1761.73;8632.93;300.00;0.00;0.00;0.00;300.00;6.84;2458.60;0.00;0.00;0.00;504.16;0.00;0.00;3269.60;11902.53
2016.00;educacion;830111206.00;0.00;6534.55;0.00;0.00;6534.55;0.00;647.28;0.00;0.00;0.00;647.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7181.83;0.00;0.00;0.00;0.00;5174.32;0.00;721.83;721.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5896.15;13077.98;514.21;4941.68;0.00;0.00;0.00;0.00;0.00;92.88;0.00;0.00;2261.27;2354.14;30.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7840.96;1089.34;0.00;0.00;0.00;0.00;0.00;0.00;848.23;0.00;1937.57;9778.53;300.00;0.00;0.00;0.00;300.00;6.84;2458.60;0.00;0.00;0.00;534.01;0.00;0.00;3299.45;13077.98
2015.00;educacion;830111206.00;2.90;579.07;134.44;0.00;716.41;6106.34;531.99;0.00;0.00;266.81;265.18;0.00;81.36;428.34;14.93;0.00;0.18;524.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7612.73;0.00;0.00;0.00;0.00;5516.30;0.00;0.00;0.00;253.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5770.13;13382.86;493.98;0.00;4753.03;21.38;290.52;0.00;4.36;9.81;0.00;0.00;0.00;5079.10;348.95;332.61;0.00;0.00;0.00;0.00;0.00;0.00;6254.64;1152.41;0.00;0.00;0.00;0.00;0.00;2065.99;1144.37;0.00;4362.77;10617.41;300.00;0.00;0.00;0.00;300.00;0.00;1942.08;6.84;0.00;516.52;0.00;0.00;0.00;2765.44;13382.86
2014.00;educacion;830111206.00;5.06;555.49;252.61;0.00;813.16;5076.33;478.69;0.00;0.00;266.81;211.88;0.00;136.41;322.79;35.14;0.00;0.00;494.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6595.72;0.00;0.00;0.00;0.00;4706.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4706.86;11302.58;14.35;0.00;3643.86;16.55;81.87;0.00;2.09;12.00;0.00;3.50;0.00;3759.87;314.87;298.30;0.00;0.00;0.00;0.00;0.00;0.00;4387.39;1900.00;0.00;0.00;0.00;0.00;0.00;1755.75;1010.52;0.00;4666.27;9053.66;300.00;0.00;0.00;0.00;300.00;0.00;479.27;6.84;0.00;543.94;918.86;0.00;0.00;2248.92;11302.58
2013.00;educacion;830111206.00;0.60;328.77;169.71;0.00;499.07;1358.74;554.38;0.97;0.00;161.81;393.54;0.00;71.23;213.24;59.37;0.00;8.17;352.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2603.36;0.00;0.00;0.00;0.00;5107.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5107.29;7710.65;530.35;0.00;2133.59;18.39;9.32;0.00;0.00;44.93;0.00;0.00;0.00;2206.22;286.62;442.79;0.00;1503.02;0.00;1036.67;1036.67;0.00;6005.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6005.67;300.00;0.00;0.00;0.00;300.00;0.00;479.27;6.84;0.00;421.63;497.23;0.00;0.00;1704.98;7710.65
2012.00;educacion;830111206.00;0.60;287.51;770.90;0.00;1059.02;948.27;620.02;0.00;0.00;161.81;458.21;0.00;318.90;167.38;61.66;0.00;0.00;547.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3013.43;0.00;0.00;0.00;0.00;4721.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4721.43;7734.86;896.06;0.00;1316.11;21.76;0.00;0.00;1.59;10.16;0.00;0.00;0.00;1349.62;245.02;239.28;0.00;1947.56;0.00;1773.97;1773.97;0.00;6451.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6451.51;300.00;0.00;0.00;0.00;300.00;0.00;103.09;6.84;0.00;376.18;497.23;0.00;0.00;1283.35;7734.86
2011.00;educacion;830111206.00;1.01;702.39;280.43;0.00;983.83;773.64;515.25;0.00;0.00;161.81;353.44;0.00;287.89;107.90;9.58;0.00;43.02;448.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;201.24;987.86;987.86;201.24;2760.52;0.00;0.00;0.00;0.00;5128.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5128.44;7888.96;1480.19;0.00;2023.24;12.90;359.48;0.00;1.25;158.38;0.00;163.52;0.08;2718.84;180.35;60.85;0.00;0.00;16.54;909.21;925.75;0.00;5365.99;0.00;0.00;0.00;0.00;0.00;0.00;1615.73;0.00;0.00;1615.73;6981.72;300.00;0.00;0.00;0.00;300.00;0.00;103.09;6.84;0.00;251.89;245.42;0.00;0.00;907.24;7888.96
